url,title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,count_listings_per_station,count_listings_per_floor_plan
https://suumo.jp/chintai/jnc_000104126490/?bc=100483387552,西武新宿線 上石神井駅 2階建 築4年,東京都練馬区上石神井１,74000.0,3000.0,,,2,1R,20.79,4,2,上石神井駅,6,13.67,74000.0,77692.34,1,1071
https://suumo.jp/chintai/jnc_000104178846/?bc=100476609409,Rua目白,東京都新宿区下落合３,110000.0,6000.0,110000.0,110000.0,1,1DK,36.18,24,2,下落合駅,1,7.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104326010/?bc=100486220203,ZOOM高田馬場,東京都新宿区下落合１,153000.0,8000.0,153000.0,153000.0,4,1DK,30.56,5,10,下落合駅,5,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000075356931/?bc=100484582900,ZOOM高田馬場,東京都新宿区下落合１,130000.0,8000.0,130000.0,130000.0,5,1DK,30.69,5,10,下落合駅,5,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000075356934/?bc=100481518869,ZOOM高田馬場,東京都新宿区下落合１,133000.0,7000.0,133000.0,133000.0,8,1DK,29.37,5,10,下落合駅,5,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000076867817/?bc=100472304790,アマリア落合,東京都新宿区中落合２,73000.0,,73000.0,,2,1DK,27.2,67,2,下落合駅,8,10.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104509144/?bc=100477031684,カーサ野原,東京都新宿区上落合１,95000.0,3000.0,95000.0,95000.0,3,1DK,32.7,42,3,下落合駅,3,10.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000096117880/?bc=100484812654,ガラ・シティ高田馬場,東京都新宿区下落合２,145000.0,5000.0,145000.0,145000.0,12,1DK,35.0,24,12,下落合駅,7,8.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000077275791/?bc=100479711807,コーポ塩島,東京都新宿区高田馬場３,100000.0,12000.0,100000.0,100000.0,2,1DK,30.24,38,4,下落合駅,3,8.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104391729/?bc=100485548359,フォレストヒルズ中落合,東京都新宿区中落合２,108000.0,10000.0,,108000.0,3,1DK,29.98,28,4,下落合駅,5,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104091492/?bc=100483049052,モダンアパートメント高田馬場,東京都新宿区下落合４,103000.0,4000.0,103000.0,103000.0,3,1DK,25.98,6,3,下落合駅,6,12.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000032425636/?bc=100486085999,米山アパート,東京都新宿区高田馬場３,63000.0,,63000.0,63000.0,1,1DK,22.0,52,2,下落合駅,7,11.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000102547002/?bc=100411665602,落合エイコーマンション,東京都新宿区下落合１,65000.0,3000.0,65000.0,65000.0,6,1DK,25.0,48,6,下落合駅,4,6.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104249152/?bc=100483926770,西武新宿線 下落合駅 2階建 築2年,東京都新宿区中落合２,160000.0,15000.0,,,1,1DK,33.45,2,2,下落合駅,4,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104391730/?bc=100485488978,西武新宿線 下落合駅 3階建 築28年,東京都新宿区中落合２,108000.0,10000.0,,108000.0,3,1DK,29.98,28,3,下落合駅,5,14.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104186385/?bc=100483625662,西武新宿線 下落合駅 3階建 築4年,東京都新宿区下落合４,128000.0,20000.0,,,1,1DK,24.05,4,3,下落合駅,7,10.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000103593438/?bc=100481242083,西武新宿線 下落合駅 4階建 築39年,東京都新宿区下落合１,74000.0,3000.0,74000.0,,1,1DK,28.17,39,4,下落合駅,3,9.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000103873092/?bc=100481705535,西武新宿線 下落合駅 9階建 築29年,東京都新宿区高田馬場３,99000.0,5000.0,99000.0,99000.0,8,1DK,28.55,29,9,下落合駅,9,11.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000097881606/?bc=100437961598,西武新宿線 下落合駅 9階建 築29年,東京都新宿区高田馬場３,89000.0,5000.0,89000.0,89000.0,9,1DK,28.55,29,9,下落合駅,9,11.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104076250/?bc=100482936491,Ｄ’ｓＶＡＲＩＥ高田馬場レジデンス,東京都新宿区下落合４,128000.0,20000.0,,,1,1DK,24.05,4,4,下落合駅,7,8.5,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104509202/?bc=100486166184,ＪＲ山手線 高田馬場駅 10階建 築5年,東京都新宿区下落合１,153000.0,8000.0,153000.0,153000.0,4,1DK,30.56,5,10,下落合駅,5,9.67,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104498689/?bc=100486107896,ＪＲ山手線 高田馬場駅 2階建 築52年,東京都新宿区高田馬場３,63000.0,,63000.0,63000.0,1,1DK,22.0,52,2,下落合駅,7,10.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104085847/?bc=100483324484,ＪＲ山手線 高田馬場駅 3階建 築6年,東京都新宿区下落合４,103000.0,4000.0,103000.0,103000.0,3,1DK,25.98,6,3,下落合駅,6,11.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104454676/?bc=100485779101,ＪＲ山手線 高田馬場駅 4階建 新築,東京都新宿区高田馬場３,155000.0,10000.0,,,2,1DK,26.92,0,4,下落合駅,6,8.33,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000103658019/?bc=100480409754,ＪＲ山手線 高田馬場駅 地下1地上4階建 新築,東京都新宿区高田馬場３,155000.0,10000.0,,,2,1DK,26.92,0,5,下落合駅,6,8.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000103636276/?bc=100481322745,ＬｉｖｅＦｌａｔ高田馬場,東京都新宿区高田馬場３,155000.0,10000.0,,,2,1DK,26.92,0,5,下落合駅,6,8.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000103636278/?bc=100480714785,ＬｉｖｅＦｌａｔ高田馬場,東京都新宿区高田馬場３,160000.0,10000.0,,,3,1DK,28.75,0,5,下落合駅,6,8.0,136411.03,123325.96,390,339
https://suumo.jp/chintai/jnc_000104372539/?bc=100479096561,APRICOT,東京都新宿区中落合２,94000.0,5000.0,,188000.0,1,1K,26.27,20,2,下落合駅,9,13.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104540969/?bc=100469218526,APRICOT,東京都新宿区中落合２,95000.0,5000.0,,190000.0,1,1K,26.27,20,2,下落合駅,9,13.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103770588/?bc=100480731616,AXAS高田馬場,東京都新宿区高田馬場４,110000.0,10000.0,,110000.0,5,1K,26.03,15,11,下落合駅,8,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104285663/?bc=100484819235,B City 高田馬場　alivie,東京都新宿区高田馬場３,93000.0,15000.0,,93000.0,2,1K,25.52,13,6,下落合駅,3,8.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103599931/?bc=100483908962,B City 高田馬場　alivie,東京都新宿区高田馬場３,92000.0,10000.0,92000.0,92000.0,4,1K,25.52,13,6,下落合駅,3,8.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102663277/?bc=100481899450,CREAL高田馬場,東京都新宿区下落合４,89000.0,10000.0,,,1,1K,20.29,6,3,下落合駅,4,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103204675/?bc=100481380994,アイコート下落合,東京都新宿区下落合４,90000.0,5000.0,90000.0,,1,1K,22.48,8,2,下落合駅,7,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104509150/?bc=100445998708,アルティザ新宿落合ソノリテ,東京都新宿区上落合２,126000.0,18000.0,,,2,1K,25.13,2,5,下落合駅,5,7.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103610284/?bc=100485948516,アルティザ新宿落合ソノリテ,東京都新宿区上落合２,127000.0,18000.0,,,2,1K,26.42,2,5,下落合駅,5,7.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104518508/?bc=100486226750,エクセル,東京都新宿区上落合１,76000.0,2000.0,76000.0,76000.0,1,1K,19.44,26,2,下落合駅,8,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104101241/?bc=100484364723,エミリブ下落合,東京都新宿区下落合１,143000.0,8000.0,,,3,1K,25.46,14,8,下落合駅,1,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104028799/?bc=100482474767,エミリブ下落合,東京都新宿区下落合１,143000.0,8000.0,,,4,1K,25.46,14,8,下落合駅,1,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104261574/?bc=100484237488,エミリブ下落合,東京都新宿区下落合１,144000.0,8000.0,,,4,1K,25.46,14,8,下落合駅,1,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000101438332/?bc=100484673781,エミリブ下落合,東京都新宿区下落合１,145000.0,8000.0,,,6,1K,25.11,14,8,下落合駅,1,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103432592/?bc=100484350773,エミリブ下落合,東京都新宿区下落合１,145000.0,8000.0,,,6,1K,25.46,14,8,下落合駅,1,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104458798/?bc=100485975408,エヴァーライフ,東京都新宿区上落合１,85000.0,2000.0,42500.0,127500.0,1,1K,21.06,16,2,下落合駅,3,6.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104473636/?bc=100486287928,エーデルシュタイン,東京都新宿区上落合１,107000.0,3500.0,,214000.0,2,1K,27.09,14,4,下落合駅,4,10.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104101250/?bc=100484260197,カメリア新目白,東京都新宿区中落合１,95000.0,5000.0,95000.0,95000.0,4,1K,22.0,27,5,下落合駅,3,8.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000029055424/?bc=100484455961,ガラ・シティ高田馬場,東京都新宿区下落合２,80000.0,9000.0,80000.0,160000.0,3,1K,23.08,24,12,下落合駅,7,8.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104411710/?bc=100485619761,クレイシア新宿中落合,東京都新宿区中落合２,95500.0,12000.0,95500.0,95500.0,4,1K,25.61,6,9,下落合駅,9,9.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104326013/?bc=100484825547,グランジュール目白西,東京都新宿区下落合４,92000.0,8000.0,,92000.0,8,1K,22.28,24,9,下落合駅,3,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104295011/?bc=100485609698,グラントゥルース上落合,東京都新宿区上落合２,90000.0,5000.0,,90000.0,7,1K,19.73,22,9,下落合駅,6,7.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104148252/?bc=100483716035,コンフォリア中落合,東京都新宿区中落合２,107000.0,10000.0,107000.0,,2,1K,25.41,15,3,下落合駅,6,12.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104449308/?bc=100485866781,コンフォリア中落合,東京都新宿区中落合２,108000.0,10000.0,108000.0,,3,1K,25.41,15,3,下落合駅,6,12.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000076923218/?bc=100240207609,サニーコートさつき,東京都新宿区高田馬場３,59000.0,3000.0,59000.0,59000.0,1,1K,18.0,32,2,下落合駅,6,8.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000091728138/?bc=100247375189,サニーコートさつき,東京都新宿区高田馬場３,59000.0,3000.0,59000.0,59000.0,2,1K,18.0,32,2,下落合駅,6,8.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103373127/?bc=100479665537,シティハイム・オーティアス,東京都新宿区高田馬場４,60000.0,,60000.0,,1,1K,18.15,37,2,下落合駅,9,10.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104015693/?bc=100482195422,シプレ新宿中落合,東京都新宿区中落合２,102000.0,15000.0,102000.0,,1,1K,19.72,2,4,下落合駅,5,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000101605831/?bc=100478743563,シプレ新宿中落合,東京都新宿区中落合２,100000.0,15000.0,100000.0,,1,1K,19.72,2,4,下落合駅,5,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102028780/?bc=100477243529,シーズンフラッツ高田馬場リバーサイドノース,東京都新宿区高田馬場３,130000.0,10000.0,,,4,1K,25.39,4,6,下落合駅,7,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104010134/?bc=100482328548,ジェノヴィア新宿中落合スカイガーデン,東京都新宿区中落合２,116000.0,15000.0,,232000.0,4,1K,25.85,7,10,下落合駅,9,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000101753099/?bc=100464300734,ジェノヴィア新宿中落合スカイガーデン,東京都新宿区中落合２,139000.0,11000.0,,139000.0,6,1K,25.84,7,10,下落合駅,9,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000097389553/?bc=100445850221,ジェノヴィア新宿中落合スカイガーデン,東京都新宿区中落合２,140000.0,11000.0,,140000.0,7,1K,25.85,7,10,下落合駅,9,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000101629254/?bc=100485050680,ジェノヴィア新宿中落合スカイガーデン,東京都新宿区中落合２,120000.0,15000.0,,,9,1K,25.85,7,10,下落合駅,9,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000101618579/?bc=100461418870,ジェノヴィア新宿中落合スカイガーデン,東京都新宿区中落合２,141000.0,11000.0,,141000.0,9,1K,25.85,7,10,下落合駅,9,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104518515/?bc=100486237502,スカイコート高田馬場第６,東京都新宿区下落合４,95000.0,7000.0,95000.0,95000.0,4,1K,20.15,24,10,下落合駅,2,8.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000100583627/?bc=100452605864,ステューディオＡ１,東京都新宿区下落合４,84000.0,3000.0,84000.0,84000.0,1,1K,29.02,22,2,下落合駅,5,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104525309/?bc=100486373949,ステージグランデ上落合,東京都新宿区上落合１,94000.0,5000.0,,94000.0,3,1K,22.8,17,7,下落合駅,3,8.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103222837/?bc=100476268474,ステージグランデ上落合,東京都新宿区上落合１,88000.0,10000.0,88000.0,88000.0,4,1K,24.37,17,7,下落合駅,3,8.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103013407/?bc=100483127538,セリュークス高田馬場,東京都新宿区高田馬場３,100000.0,10000.0,,,3,1K,25.58,11,5,下落合駅,8,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104249145/?bc=100484202633,セリュークス高田馬場,東京都新宿区高田馬場３,120000.0,15000.0,,120000.0,5,1K,30.81,11,5,下落合駅,8,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104325998/?bc=100484705132,ソフィア上落合,東京都新宿区上落合１,72000.0,3000.0,72000.0,72000.0,1,1K,24.0,28,3,下落合駅,3,7.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104280009/?bc=100476713172,ドエル下落合,東京都新宿区下落合４,84000.0,8000.0,,84000.0,2,1K,22.27,37,2,下落合駅,4,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000048786664/?bc=100287072165,バラハウス,東京都新宿区下落合４,58000.0,3000.0,58000.0,58000.0,1,1K,18.8,52,2,下落合駅,5,11.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000058579261/?bc=100287072622,バラハウス,東京都新宿区下落合４,58000.0,3000.0,58000.0,58000.0,1,1K,20.06,52,2,下落合駅,5,11.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000042878231/?bc=100287072755,バラハウス,東京都新宿区下落合４,57000.0,3000.0,57000.0,57000.0,2,1K,20.06,52,2,下落合駅,5,11.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104241027/?bc=100482544688,パークウェル下落合駅前,東京都新宿区下落合１,88000.0,6000.0,44000.0,88000.0,4,1K,22.5,19,10,下落合駅,2,9.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000068789972/?bc=100477855456,ビラニューセンチュリー２,東京都新宿区中落合２,58000.0,,58000.0,,2,1K,20.0,38,2,下落合駅,7,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104186367/?bc=100485091608,フェニックス下落合,東京都新宿区上落合２,70000.0,7000.0,70000.0,70000.0,2,1K,20.07,27,8,下落合駅,5,6.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102238493/?bc=100468103650,フラワーハウス,東京都新宿区上落合２,68000.0,7000.0,,,2,1K,19.11,31,3,下落合駅,5,11.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104076260/?bc=100482781325,フローラ中落合,東京都新宿区中落合２,75000.0,4000.0,,75000.0,1,1K,23.18,28,2,下落合駅,7,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104280008/?bc=100484530979,ブライズ高田馬場,東京都新宿区下落合４,91000.0,8000.0,,182000.0,4,1K,20.79,17,10,下落合駅,5,10.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104186396/?bc=100485297256,プラザ中落合,東京都新宿区中落合２,95000.0,15000.0,95000.0,95000.0,2,1K,27.08,21,4,下落合駅,4,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104096792/?bc=100483165992,プレール・ドゥーク新宿下落合,東京都新宿区下落合１,107000.0,8000.0,,107000.0,5,1K,25.53,11,10,下落合駅,3,7.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103439937/?bc=100477627542,プレール・ドゥーク新宿下落合,東京都新宿区下落合１,125000.0,11000.0,,125000.0,9,1K,25.53,11,10,下落合駅,3,7.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104509145/?bc=100486110694,プレール新宿落合,東京都新宿区上落合１,78000.0,8000.0,,78000.0,1,1K,20.33,23,7,下落合駅,2,5.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102217307/?bc=100484134340,プレール新宿落合,東京都新宿区上落合１,78000.0,10000.0,,78000.0,6,1K,21.22,23,7,下落合駅,2,5.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104509146/?bc=100484083288,プレール新宿落合,東京都新宿区上落合１,79000.0,10000.0,,79000.0,6,1K,21.22,23,7,下落合駅,2,5.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103969227/?bc=100207109619,メゾン城田A,東京都新宿区高田馬場３,67000.0,5500.0,,67000.0,2,1K,19.4,33,2,下落合駅,7,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104241020/?bc=100485824886,リバーサイドレジデンス中井,東京都新宿区上落合２,83000.0,3500.0,83000.0,83000.0,3,1K,20.48,21,4,下落合駅,5,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104334632/?bc=100484936706,レアライズ高田馬場,東京都新宿区下落合１,108000.0,10000.0,,108000.0,4,1K,26.71,7,9,下落合駅,3,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103089850/?bc=100474915502,レオパレスシェモアIII,東京都新宿区下落合１,109000.0,5500.0,,109000.0,2,1K,19.87,17,3,下落合駅,7,11.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104310244/?bc=100485743287,レオパレスシェモアIII,東京都新宿区下落合１,110000.0,5500.0,,110000.0,3,1K,19.87,17,3,下落合駅,7,11.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104235641/?bc=100484222255,レジディア中落合,東京都新宿区中落合１,127000.0,15000.0,,,4,1K,28.67,18,7,下落合駅,5,7.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102182208/?bc=100470609015,レジディア中落合,東京都新宿区中落合１,108000.0,10000.0,,,5,1K,26.5,18,7,下落合駅,5,7.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103959567/?bc=100480403730,レジディア中落合C,東京都新宿区中落合１,105000.0,15000.0,,,2,1K,24.49,18,7,下落合駅,4,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103959566/?bc=100482222712,レジディア中落合C,東京都新宿区中落合１,122000.0,20000.0,,,2,1K,30.19,18,7,下落合駅,4,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103195058/?bc=100475685002,レジディア中落合C,東京都新宿区中落合１,125000.0,20000.0,,,2,1K,30.19,18,7,下落合駅,4,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103523795/?bc=100478488838,レジディア中落合C,東京都新宿区中落合１,120000.0,15000.0,,,6,1K,26.01,18,7,下落合駅,4,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103813448/?bc=100482929261,レストF,東京都新宿区下落合４,65000.0,3000.0,65000.0,,1,1K,20.0,65,2,下落合駅,9,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104316367/?bc=100476268764,ヴェルト新宿落合,東京都新宿区下落合４,83000.0,15000.0,,,3,1K,20.2,23,4,下落合駅,4,9.5,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104531796/?bc=100360155662,啓コーポ,東京都新宿区上落合１,66000.0,,66000.0,,3,1K,17.5,38,3,下落合駅,3,6.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000062516629/?bc=100482283090,川村マンション,東京都新宿区下落合４,60000.0,3000.0,60000.0,,1,1K,22.3,52,3,下落合駅,2,9.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104442185/?bc=100485695164,文祥下落合ハイツ,東京都新宿区下落合１,78500.0,7500.0,78500.0,78500.0,5,1K,20.97,23,10,下落合駅,3,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104280006/?bc=100484356288,文祥下落合ハイツ,東京都新宿区下落合１,80000.0,7500.0,80000.0,80000.0,6,1K,20.97,23,10,下落合駅,3,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103734400/?bc=100480174932,文祥下落合ハイツ,東京都新宿区下落合１,79500.0,7500.0,79500.0,79500.0,7,1K,20.97,23,10,下落合駅,3,9.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000054734682/?bc=100482564818,日神パレス下落合,東京都新宿区中落合１,62000.0,,124000.0,,3,1K,12.29,39,5,下落合駅,3,7.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104049654/?bc=100329148685,目白ハイベルズ,東京都新宿区下落合４,62000.0,5000.0,62000.0,,3,1K,19.32,39,6,下落合駅,10,10.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000100910961/?bc=100455367759,第２２オーナーズビル,東京都新宿区下落合４,80000.0,3000.0,80000.0,80000.0,2,1K,25.0,50,2,下落合駅,4,11.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103480988/?bc=100485929011,美鈴コーポ,東京都新宿区下落合４,65000.0,3000.0,65000.0,65000.0,2,1K,15.53,61,2,下落合駅,7,12.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104391716/?bc=100485296503,美鈴コーポ,東京都新宿区下落合４,65000.0,3000.0,65000.0,65000.0,2,1K,20.7,61,2,下落合駅,7,12.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103815976/?bc=100480917226,西武新宿線 下落合駅 11階建 築15年,東京都新宿区高田馬場４,110000.0,10000.0,,110000.0,5,1K,26.03,15,11,下落合駅,8,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104186384/?bc=100483935990,西武新宿線 下落合駅 11階建 築8年,東京都新宿区下落合４,118000.0,12000.0,118000.0,118000.0,4,1K,25.36,8,11,下落合駅,3,7.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104548552/?bc=100486447631,西武新宿線 下落合駅 2階建 築17年,東京都新宿区高田馬場３,58000.0,3000.0,,,1,1K,9.29,17,2,下落合駅,7,9.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102404600/?bc=100469216592,西武新宿線 下落合駅 2階建 築20年,東京都新宿区中落合２,103000.0,5000.0,,154500.0,1,1K,26.27,20,2,下落合駅,9,12.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104383630/?bc=100469211351,西武新宿線 下落合駅 2階建 築20年,東京都新宿区中落合２,94000.0,5000.0,,188000.0,1,1K,26.27,20,2,下落合駅,9,12.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102049930/?bc=100467074632,西武新宿線 下落合駅 2階建 築22年,東京都新宿区下落合４,84000.0,3000.0,84000.0,84000.0,1,1K,29.02,22,2,下落合駅,5,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104186394/?bc=100483625646,西武新宿線 下落合駅 2階建 築27年,東京都新宿区中落合２,75000.0,4000.0,,75000.0,1,1K,23.18,27,2,下落合駅,7,15.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000100904864/?bc=100485043271,西武新宿線 下落合駅 2階建 築50年,東京都新宿区下落合４,80000.0,3000.0,80000.0,80000.0,2,1K,25.0,50,2,下落合駅,4,10.67,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000102663278/?bc=100471568724,西武新宿線 下落合駅 2階建 築6年,東京都新宿区下落合４,89000.0,10000.0,,44500.0,1,1K,20.29,6,2,下落合駅,3,9.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103244903/?bc=100476380187,西武新宿線 下落合駅 2階建 築8年,東京都新宿区下落合４,90000.0,5000.0,90000.0,,1,1K,20.77,8,2,下落合駅,7,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103481000/?bc=100477030899,西武新宿線 下落合駅 3階建 築13年,東京都新宿区中落合２,77000.0,3000.0,,77000.0,2,1K,17.22,13,3,下落合駅,10,12.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104473675/?bc=100485959513,西武新宿線 下落合駅 3階建 築15年,東京都新宿区中落合２,107000.0,10000.0,107000.0,,2,1K,25.41,15,3,下落合駅,6,11.0,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000103182473/?bc=100483192135,西武新宿線 下落合駅 3階建 築17年,東京都新宿区下落合１,109000.0,5500.0,,109000.0,2,1K,19.87,17,3,下落合駅,7,10.33,136411.03,95329.65,390,1622
https://suumo.jp/chintai/jnc_000104326012/?bc=100484740931,西武新宿線 下落合駅 4分 広々9帖 バストイレ別 敷金無 収納有,東京都新宿区下落合４,84000.0,8000.0,,84000.0,2,1K,22.27,37,2,下落合駅,4,7.5,136411.03,95329.65,390,1622
