url,title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,count_listings_per_station,count_listings_per_floor_plan,anomaly_label,anomaly_score
https://suumo.jp/chintai/jnc_000107188877/?bc=100506810654,東京メトロ東西線 高田馬場駅 5階建 築2年,東京都新宿区高田馬場３,185000.0,20000.0,185000.0,185000.0,4,1LDK,42.48,2,5,高田馬場駅,7,11.33,151619.57,170377.07,276,811,1,0.08690769946094917
https://suumo.jp/chintai/jnc_000107109066/?bc=100506525990,GRAN PASEO高田馬場,東京都豊島区高田３,144000.0,15000.0,,144000.0,4,1K,26.32,7,7,高田馬場駅,7,10.67,151619.57,98445.68,276,1447,1,0.1284596859817963
https://suumo.jp/chintai/jnc_000107154892/?bc=100506547949,グローリオシェルト高田馬場,東京都新宿区高田馬場４,157000.0,8000.0,,157000.0,3,1LDK,28.88,0,4,高田馬場駅,10,11.00,151619.57,170377.07,276,811,1,0.10992048167992102
https://suumo.jp/chintai/jnc_000106911965/?bc=100504953408,東京メトロ東西線 高田馬場駅 7階建 新築,東京都新宿区下落合１,153000.0,10000.0,153000.0,153000.0,3,1DK,28.57,0,7,高田馬場駅,7,11.33,151619.57,130743.78,276,402,1,0.15513550930765607
https://suumo.jp/chintai/jnc_000105328511/?bc=100492427123,パークシティ高田馬場,東京都新宿区高田馬場４,320000.0,29000.0,320000.0,320000.0,1,3LDK,72.18,2,14,高田馬場駅,7,11.33,151619.57,281205.13,276,156,-1,-0.03990629851715799
https://suumo.jp/chintai/jnc_000105364479/?bc=100492781758,ＪＲ山手線 高田馬場駅 4階建 築25年,東京都新宿区下落合２,72000.0,6000.0,72000.0,72000.0,4,1R,17.0,25,4,高田馬場駅,6,10.33,151619.57,82826.39,276,879,1,0.10037109845959907
https://suumo.jp/chintai/jnc_000106556230/?bc=100502303940,GRAN PASEO高田馬場,東京都豊島区高田３,131000.0,15000.0,,131000.0,3,1K,26.96,7,7,高田馬場駅,7,10.67,151619.57,98445.68,276,1447,1,0.13278857436937308
https://suumo.jp/chintai/jnc_000106408921/?bc=100501790018,ハイシティ高田馬場,東京都新宿区下落合１,73000.0,6000.0,,73000.0,4,1R,15.5,43,5,高田馬場駅,3,8.33,151619.57,82826.39,276,879,1,0.0760935942152482
https://suumo.jp/chintai/jnc_000105773403/?bc=100501499036,GRAN PASEO高田馬場,東京都豊島区高田３,133000.0,15000.0,,,1,1K,25.7,7,7,高田馬場駅,7,10.67,151619.57,98445.68,276,1447,1,0.1273123210881139
https://suumo.jp/chintai/jnc_000105937228/?bc=100477317001,プラウド高田馬場,東京都新宿区下落合１,400000.0,20000.0,400000.0,400000.0,8,2SDK,65.81,6,9,高田馬場駅,4,6.00,151619.57,253333.33,276,3,-1,-0.05270216781636605
https://suumo.jp/chintai/jnc_000106220685/?bc=100506249872,ヴィラ・パサージュ,東京都新宿区高田馬場４,80000.0,5000.0,80000.0,80000.0,3,1K,19.8,27,4,高田馬場駅,2,11.33,151619.57,98445.68,276,1447,1,0.1186446502824206
https://suumo.jp/chintai/jnc_000105887403/?bc=100497205547,ＪＲ山手線 高田馬場駅 地下1地上13階建 築2年,東京都新宿区高田馬場４,470000.0,20000.0,470000.0,470000.0,2,3LDK,66.34,2,14,高田馬場駅,7,12.67,151619.57,281205.13,276,156,-1,-0.04988687126511959
https://suumo.jp/chintai/jnc_000106161784/?bc=100499562151,ジェムストーン高田馬場,東京都新宿区高田馬場４,100000.0,10000.0,,100000.0,3,1K,20.75,14,7,高田馬場駅,9,11.33,151619.57,98445.68,276,1447,1,0.14029940778050437
https://suumo.jp/chintai/jnc_000106198974/?bc=100504953406,東京メトロ東西線 高田馬場駅 7階建 新築,東京都新宿区下落合１,154000.0,10000.0,154000.0,154000.0,4,1DK,28.57,0,7,高田馬場駅,7,11.33,151619.57,130743.78,276,402,1,0.15188016061702891
https://suumo.jp/chintai/jnc_000106704554/?bc=100504236894,高田馬場住宅,東京都新宿区下落合２,180000.0,9000.0,180000.0,180000.0,3,2SDK,51.69,57,14,高田馬場駅,5,9.00,151619.57,253333.33,276,3,1,0.006897625396811491
https://suumo.jp/chintai/jnc_000063041914/?bc=100504089312,サニースポット,東京都新宿区高田馬場４,72000.0,2000.0,72000.0,72000.0,1,1K,19.0,40,2,高田馬場駅,7,11.67,151619.57,98445.68,276,1447,1,0.10391150803767774
https://suumo.jp/chintai/jnc_000106783631/?bc=100504270135,サニーサイドヒル,東京都新宿区高田馬場４,120000.0,7000.0,120000.0,120000.0,2,1R,30.33,23,3,高田馬場駅,5,11.00,151619.57,82826.39,276,879,1,0.10373676671885318
https://suumo.jp/chintai/jnc_000106888799/?bc=100504887603,レジデンス高田馬場,東京都新宿区高田馬場４,65000.0,5000.0,65000.0,,2,1R,12.75,16,2,高田馬場駅,4,11.00,151619.57,82826.39,276,879,1,0.10652278111408692
https://suumo.jp/chintai/jnc_000106335579/?bc=100500742522,ＪＲ山手線 高田馬場駅 4階建 新築,東京都新宿区高田馬場３,148000.0,10000.0,148000.0,,2,1R,26.41,0,4,高田馬場駅,7,7.67,151619.57,82826.39,276,879,1,0.08269722623362924
https://suumo.jp/chintai/jnc_000106607557/?bc=100503027500,トキワパレス,東京都新宿区下落合１,165000.0,8000.0,165000.0,165000.0,7,3DK,50.49,53,14,高田馬場駅,3,10.33,151619.57,180500.00,276,16,1,0.0020504941256304088
https://suumo.jp/chintai/jnc_000107154891/?bc=100506547950,グローリオシェルト高田馬場,東京都新宿区高田馬場４,174000.0,8000.0,,174000.0,2,1LDK,32.52,0,4,高田馬場駅,10,11.00,151619.57,170377.07,276,811,1,0.11489380646731656
https://suumo.jp/chintai/jnc_000105678602/?bc=100495227063,ルネサンスコート高田馬場Patria,東京都新宿区高田馬場３,122000.0,10000.0,,,2,1K,20.33,3,4,高田馬場駅,7,11.00,151619.57,98445.68,276,1447,1,0.14446313163909202
https://suumo.jp/chintai/jnc_000107161952/?bc=100506594274,ASTILE高田馬場,東京都新宿区高田馬場３,185000.0,20000.0,185000.0,185000.0,4,1LDK,42.48,2,5,高田馬場駅,7,7.67,151619.57,170377.07,276,811,1,0.07473768813063414
https://suumo.jp/chintai/jnc_000106228145/?bc=100501563835,ジャスミン高田馬場,東京都新宿区高田馬場３,73000.0,5000.0,,,2,1R,18.83,45,3,高田馬場駅,6,14.00,151619.57,82826.39,276,879,1,0.0876563421352688
https://suumo.jp/chintai/jnc_000105636762/?bc=100505555912,ＪＲ山手線 高田馬場駅 2階建 築7年,東京都新宿区高田馬場４,74000.0,4000.0,74000.0,,2,1R,11.76,7,2,高田馬場駅,7,10.33,151619.57,82826.39,276,879,1,0.10127803215870945
https://suumo.jp/chintai/jnc_000104816672/?bc=100488650460,パークアクシス高田馬場テラス,東京都新宿区高田馬場２,125000.0,10000.0,125000.0,125000.0,1,1K,25.06,14,6,高田馬場駅,7,10.00,151619.57,98445.68,276,1447,1,0.13988507468422512
https://suumo.jp/chintai/jnc_000107169530/?bc=100506637750,ルネサンスコート高田馬場Ｃａｌｍｅ,東京都新宿区高田馬場４,120000.0,20000.0,120000.0,,1,1K,25.6,4,4,高田馬場駅,7,10.67,151619.57,98445.68,276,1447,1,0.10164474173698246
https://suumo.jp/chintai/jnc_000107096494/?bc=100506812895,ドムス・スタイル高田馬場,東京都新宿区高田馬場３,153000.0,12000.0,,153000.0,9,1K,26.47,7,10,高田馬場駅,3,9.67,151619.57,98445.68,276,1447,1,0.07960188018683839
