title,address,building_age,building_size,stations,nearest_station,distance_to_nearest_station,avg_distance_to_stations,url,rent,management_fee,deposit,key_money,floor,floor_plan,area
ミューズハイムウエスト,東京都新宿区西落合２,築40年,4階建,"都営大江戸線/落合南長崎駅 歩8分,西武新宿線/新井薬師前駅 歩14分,西武新宿線/中井駅 歩20分",落合南長崎駅,8,14.0,https://suumo.jp/chintai/jnc_000104464225/?bc=100485949078,38.4万円,15000円,38.4万円,-,2階,4LDK,136m2
ニューハイツ中落合,東京都新宿区中落合１,築43年,地下1地上5階建,"西武新宿線/中井駅 歩5分,都営大江戸線/中井駅 歩5分,西武新宿線/下落合駅 歩8分",中井駅,5,6.0,https://suumo.jp/chintai/jnc_000088470029/?bc=100470591304,9.9万円,6000円,9.9万円,9.9万円,3階,1DK,33.38m2
ニューハイツ中落合,東京都新宿区中落合１,築43年,地下1地上5階建,"西武新宿線/中井駅 歩5分,都営大江戸線/中井駅 歩5分,西武新宿線/下落合駅 歩8分",中井駅,5,6.0,https://suumo.jp/chintai/jnc_000101329212/?bc=100465659542,21万円,10000円,21万円,21万円,5階,3LDK,71.58m2
ブライズ新宿中井,東京都新宿区中井１,築18年,地下1地上6階建,"西武新宿線/中井駅 歩4分,東京メトロ東西線/落合駅 歩10分,都営大江戸線/落合南長崎駅 歩14分",中井駅,4,9.33333333333333,https://suumo.jp/chintai/jnc_000103928524/?bc=100481641414,8.05万円,5000円,8.05万円,8.05万円,4階,1K,19.44m2
ブライズ新宿中井,東京都新宿区中井１,築18年,地下1地上6階建,"西武新宿線/中井駅 歩4分,東京メトロ東西線/落合駅 歩10分,都営大江戸線/落合南長崎駅 歩14分",中井駅,4,9.33333333333333,https://suumo.jp/chintai/jnc_000103873102/?bc=100485777528,8万円,9000円,8万円,8万円,3階,ワンルーム,19.78m2
ブライズ新宿中井,東京都新宿区中井１,築18年,地下1地上6階建,"西武新宿線/中井駅 歩4分,東京メトロ東西線/落合駅 歩10分,都営大江戸線/落合南長崎駅 歩14分",中井駅,4,9.33333333333333,https://suumo.jp/chintai/jnc_000095832217/?bc=100484790947,15万円,15000円,-,-,5階,2K,39.92m2
ブライズ新宿中井,東京都新宿区中井１,築18年,地下1地上6階建,"西武新宿線/中井駅 歩4分,東京メトロ東西線/落合駅 歩10分,都営大江戸線/落合南長崎駅 歩14分",中井駅,4,9.33333333333333,https://suumo.jp/chintai/jnc_000104416540/?bc=100485609995,15.5万円,15000円,-,-,5階,2K,39.92m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531833/?bc=100486335790,11.6万円,10000円,11.6万円,-,B1階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531834/?bc=100486335784,11.7万円,10000円,11.7万円,-,B1階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525338/?bc=100486335812,12.5万円,10000円,12.5万円,-,1階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525339/?bc=100486335811,12.6万円,10000円,12.6万円,-,1階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525345/?bc=100486335814,12.6万円,10000円,12.6万円,-,2階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525346/?bc=100486335817,12.7万円,10000円,12.7万円,-,2階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525351/?bc=100486335809,12.8万円,10000円,12.8万円,-,3階,ワンルーム,20.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531831/?bc=100486335789,14.5万円,10000円,14.5万円,-,B1階,1LDK,27.26m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531830/?bc=100486335797,14.9万円,10000円,14.9万円,-,B1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531829/?bc=100486335795,14.9万円,10000円,14.9万円,-,B1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531828/?bc=100486335801,14.9万円,10000円,14.9万円,-,B1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104531832/?bc=100486335786,15.1万円,10000円,15.1万円,-,B1階,1LDK,31.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525334/?bc=100486394196,15.5万円,10000円,15.5万円,-,1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525335/?bc=100486335759,15.5万円,10000円,15.5万円,-,1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525336/?bc=100486335779,15.6万円,10000円,15.6万円,-,1階,1LDK,30.6m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525333/?bc=100486335778,15.6万円,10000円,15.6万円,-,1階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525337/?bc=100486335823,15.7万円,10000円,15.7万円,-,1階,1LDK,31.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525341/?bc=100486335758,15.7万円,10000円,15.7万円,-,2階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525342/?bc=100486335761,15.7万円,10000円,15.7万円,-,2階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525343/?bc=100486335775,15.8万円,10000円,15.8万円,-,2階,1LDK,30.6m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525348/?bc=100486335767,15.8万円,10000円,15.8万円,-,3階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525349/?bc=100486335755,15.8万円,10000円,15.8万円,-,3階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525340/?bc=100486335818,15.8万円,10000円,15.8万円,-,2階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525344/?bc=100486394239,15.9万円,10000円,15.9万円,-,2階,1LDK,31.45m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525347/?bc=100486335825,15.9万円,10000円,15.9万円,-,3階,1LDK,30.02m2
Ａｇｌａｉａ　新宿西落合,東京都新宿区西落合１,新築,3階建,"都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩14分,西武新宿線/新井薬師前駅 歩17分",落合南長崎駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104525350/?bc=100486335828,16万円,10000円,16万円,-,3階,1LDK,31.45m2
クラフト中井,東京都新宿区中井２,築9年,2階建,"西武新宿線/中井駅 歩3分,東京メトロ東西線/落合駅 歩11分,都営大江戸線/落合南長崎駅 歩12分",中井駅,3,8.66666666666667,https://suumo.jp/chintai/jnc_000032575661/?bc=100486446574,7.7万円,3000円,7.7万円,7.7万円,1階,ワンルーム,20.5m2
ファミール,東京都新宿区中落合１,築45年,3階建,"都営大江戸線/中井駅 歩6分,東京メトロ東西線/落合駅 歩10分,西武新宿線/下落合駅 歩10分",中井駅,6,8.66666666666667,https://suumo.jp/chintai/jnc_000104548554/?bc=100486445213,19.5万円,5000円,19.5万円,19.5万円,3階,3DK,79.49m2
西武新宿線 新井薬師前駅 2階建 築52年,東京都新宿区西落合２,築52年,2階建,"西武新宿線/新井薬師前駅 歩11分,都営大江戸線/落合南長崎駅 歩12分,西武新宿線/中井駅 歩18分",新井薬師前駅,11,13.6666666666667,https://suumo.jp/chintai/jnc_000104482303/?bc=100485994199,7.5万円,5000円,7.5万円,7.5万円,1階,2K,29.04m2
ヒルコート上落合,東京都新宿区上落合２,築13年,2階建,"都営大江戸線/中井駅 歩6分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩10分",中井駅,6,8.0,https://suumo.jp/chintai/jnc_000104498664/?bc=100486162415,15.7万円,6000円,-,23.55万円,1階,1LDK,45.8m2
中井2丁目戸建,東京都新宿区中井２,築44年,3階建,"西武新宿線/中井駅 歩6分,都営大江戸線/落合南長崎駅 歩9分,西武新宿線/下落合駅 歩14分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000104295041/?bc=100484519403,85万円,-,85万円,85万円,-,4LDK,230.76m2
西武新宿線 中井駅 3階建 築44年,東京都新宿区中井２,築44年,3階建,"西武新宿線/中井駅 歩6分,都営大江戸線/落合南長崎駅 歩9分,西武新宿線/下落合駅 歩14分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000104387415/?bc=100484750009,85万円,-,85万円,85万円,-,4LDK,230.76m2
カーサ中井,東京都新宿区中落合１,築32年,地下1地上6階建,"西武新宿線/中井駅 歩3分,西武新宿線/下落合駅 歩7分,東京メトロ東西線/落合駅 歩9分",中井駅,3,6.33333333333333,https://suumo.jp/chintai/jnc_000104498691/?bc=100486448754,7.3万円,6000円,7.3万円,7.3万円,2階,ワンルーム,17.98m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000103330325/?bc=100481626831,8.8万円,2000円,8.8万円,-,2階,1K,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000103330324/?bc=100481626844,8.8万円,2000円,8.8万円,-,2階,1K,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000104491573/?bc=100486138700,9.2万円,2000円,9.2万円,9.2万円,3階,ワンルーム,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000103156177/?bc=100482282492,9.2万円,2000円,9.2万円,-,1階,1K,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000104458799/?bc=100485973357,9.6万円,2000円,9.6万円,9.6万円,1階,ワンルーム,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000104491571/?bc=100486131390,9.6万円,2000円,9.6万円,9.6万円,1階,ワンルーム,21.06m2
スピティ落合,東京都新宿区上落合２,築33年,3階建,"西武新宿線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分,西武新宿線/下落合駅 歩8分",中井駅,5,7.0,https://suumo.jp/chintai/jnc_000104491572/?bc=100486131389,10万円,2000円,10万円,10万円,2階,ワンルーム,21.06m2
パルティーレ西落合,東京都新宿区西落合１,築47年,地下1地上6階建,"都営大江戸線/落合南長崎駅 歩5分,西武池袋線/東長崎駅 歩17分,西武新宿線/中井駅 歩17分",落合南長崎駅,5,13.0,https://suumo.jp/chintai/jnc_000104454680/?bc=100485844880,13.6万円,5000円,13.6万円,16.32万円,1階,1LDK,43.35m2
パルティーレ西落合,東京都新宿区西落合１,築47年,地下1地上6階建,"都営大江戸線/落合南長崎駅 歩5分,西武池袋線/東長崎駅 歩17分,西武新宿線/中井駅 歩17分",落合南長崎駅,5,13.0,https://suumo.jp/chintai/jnc_000103324125/?bc=100476917076,15万円,5000円,15万円,22.5万円,4階,1LDK,46.75m2
宮城貸家part3,東京都新宿区西落合１,築33年,2階建,"都営大江戸線/落合南長崎駅 歩6分,西武新宿線/中井駅 歩12分,西武新宿線/新井薬師前駅 歩16分",落合南長崎駅,6,11.3333333333333,https://suumo.jp/chintai/jnc_000099580919/?bc=100485741750,33万円,-,33万円,33万円,-,4LDK,98.97m2
プライムブリス新宿上落合,東京都新宿区上落合１,築2年,7階建,"西武新宿線/下落合駅 歩4分,西武新宿線/中井駅 歩6分,東京メトロ東西線/落合駅 歩9分",下落合駅,4,6.33333333333333,https://suumo.jp/chintai/jnc_000104491569/?bc=100486075316,15.3万円,12000円,15.3万円,15.3万円,6階,2DK,30.02m2
スカイコートグレース新宿中落合,東京都新宿区中落合１,築6年,4階建,"都営大江戸線/中井駅 歩6分,西武新宿線/下落合駅 歩10分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000104473673/?bc=100485952886,10.78万円,8200円,10.78万円,10.78万円,1階,1K,25.6m2
スカイコートグレース新宿中落合,東京都新宿区中落合１,築6年,4階建,"都営大江戸線/中井駅 歩6分,西武新宿線/下落合駅 歩10分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000102687697/?bc=100480993000,10.87万円,8300円,10.87万円,10.87万円,2階,1K,25.86m2
スカイコートグレース新宿中落合,東京都新宿区中落合１,築6年,4階建,"都営大江戸線/中井駅 歩6分,西武新宿線/下落合駅 歩10分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000103337915/?bc=100486383865,10.88万円,8200円,10.88万円,10.88万円,2階,1K,25.52m2
スカイコートグレース新宿中落合,東京都新宿区中落合１,築6年,4階建,"都営大江戸線/中井駅 歩6分,西武新宿線/下落合駅 歩10分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.66666666666667,https://suumo.jp/chintai/jnc_000103994067/?bc=100484172527,10.93万円,8200円,10.93万円,10.93万円,3階,1K,25.6m2
アーバイル新宿西落合,東京都新宿区西落合２,築21年,4階建,"都営大江戸線/落合南長崎駅 歩7分,西武新宿線/中井駅 歩13分,西武新宿線/新井薬師前駅 歩12分",落合南長崎駅,7,10.6666666666667,https://suumo.jp/chintai/jnc_000104473680/?bc=100486328073,9.8万円,15000円,-,-,3階,1K,30.5m2
ルクレ目白西坂,東京都新宿区中落合２,築4年,地下2地上2階建,"西武新宿線/下落合駅 歩4分,西武新宿線/中井駅 歩10分,ＪＲ山手線/目白駅 歩18分",下落合駅,4,10.6666666666667,https://suumo.jp/chintai/jnc_000104196098/?bc=100481840552,14.5万円,15000円,-,-,2階,2SK,28.41m2
ルクレ目白西坂,東京都新宿区中落合２,築4年,地下2地上2階建,"西武新宿線/下落合駅 歩4分,西武新宿線/中井駅 歩10分,ＪＲ山手線/目白駅 歩18分",下落合駅,4,10.6666666666667,https://suumo.jp/chintai/jnc_000104531824/?bc=100486361608,15万円,15000円,-,-,B2階,2K,29.13m2
ルクレ目白西坂,東京都新宿区中落合２,築4年,地下2地上2階建,"西武新宿線/下落合駅 歩4分,西武新宿線/中井駅 歩10分,ＪＲ山手線/目白駅 歩18分",下落合駅,4,10.6666666666667,https://suumo.jp/chintai/jnc_000104196099/?bc=100481847160,16.5万円,15000円,-,-,B1階,1LDK,39.83m2
ルクレ目白西坂,東京都新宿区中落合２,築4年,地下2地上2階建,"西武新宿線/下落合駅 歩4分,西武新宿線/中井駅 歩10分,ＪＲ山手線/目白駅 歩18分",下落合駅,4,10.6666666666667,https://suumo.jp/chintai/jnc_000104531825/?bc=100486348974,18.5万円,15000円,-,-,2階,2DK,39.22m2
西武新宿線 中井駅 地下1地上3階建 築19年,東京都新宿区中落合４,築19年,地下1地上3階建,"西武新宿線/中井駅 歩6分,都営大江戸線/落合南長崎駅 歩8分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.0,https://suumo.jp/chintai/jnc_000104482301/?bc=100486004052,9万円,5000円,-,-,1階,1K,19.74m2
西武新宿線 中井駅 地下1地上3階建 築19年,東京都新宿区中落合４,築19年,地下1地上3階建,"西武新宿線/中井駅 歩6分,都営大江戸線/落合南長崎駅 歩8分,東京メトロ東西線/落合駅 歩13分",中井駅,6,9.0,https://suumo.jp/chintai/jnc_000104531826/?bc=100486328193,9.2万円,5000円,-,-,1階,1K,19.74m2
ガリシア新宿西落合II,東京都新宿区西落合２,築5年,5階建,"都営大江戸線/落合南長崎駅 歩11分,西武新宿線/新井薬師前駅 歩13分,西武池袋線/東長崎駅 歩21分",落合南長崎駅,11,15.0,https://suumo.jp/chintai/jnc_000103903394/?bc=100484136536,11万円,13000円,11万円,11万円,2階,1DK,25.79m2
西武新宿線 新井薬師前駅 3階建 築32年,東京都中野区上高田４,築32年,3階建,"西武新宿線/新井薬師前駅 歩6分,都営大江戸線/中井駅 歩15分,東京メトロ東西線/落合駅 歩18分",新井薬師前駅,6,13.0,https://suumo.jp/chintai/jnc_000103581792/?bc=100483994013,33万円,10000円,33万円,-,2階,4LDK,112.14m2
西武新宿線 新井薬師前駅 3階建 築32年,東京都中野区上高田４,築32年,3階建,"西武新宿線/新井薬師前駅 歩6分,都営大江戸線/中井駅 歩15分,東京メトロ東西線/落合駅 歩18分",新井薬師前駅,6,13.0,https://suumo.jp/chintai/jnc_000103594129/?bc=100478810424,33万円,10000円,33万円,-,2階,4LDK,112.14m2
西武新宿線 新井薬師前駅 3階建 築32年,東京都中野区上高田４,築32年,3階建,"西武新宿線/新井薬師前駅 歩6分,都営大江戸線/中井駅 歩15分,東京メトロ東西線/落合駅 歩18分",新井薬師前駅,6,13.0,https://suumo.jp/chintai/jnc_000103581791/?bc=100478844141,33万円,10000円,33万円,-,2階,4LDK,112.14m2
T’s garden中野新井薬師前,東京都中野区上高田４,築32年,3階建,"西武新宿線/新井薬師前駅 歩6分,都営大江戸線/中井駅 歩15分,東京メトロ東西線/落合駅 歩18分",新井薬師前駅,6,13.0,https://suumo.jp/chintai/jnc_000103571148/?bc=100478688353,33万円,10000円,33万円,-,2階,4LDK,112.14m2
T’s garden中野新井薬師前,東京都中野区上高田４,築32年,3階建,"西武新宿線/新井薬師前駅 歩6分,都営大江戸線/中井駅 歩15分,東京メトロ東西線/落合駅 歩18分",新井薬師前駅,6,13.0,https://suumo.jp/chintai/jnc_000103575545/?bc=100478728442,33万円,10000円,33万円,-,2階,4LDK,112.14m2
フラット六ノ坂,東京都新宿区中井２,築22年,2階建,"西武新宿線/中井駅 歩8分,東京メトロ東西線/落合駅 歩11分,都営大江戸線/落合南長崎駅 歩11分",中井駅,8,10.0,https://suumo.jp/chintai/jnc_000096465952/?bc=100486327512,7.6万円,2000円,7.6万円,7.6万円,1階,1K,25m2
プレール新宿落合,東京都新宿区上落合１,築23年,7階建,"西武新宿線/下落合駅 歩2分,都営大江戸線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分",下落合駅,2,5.0,https://suumo.jp/chintai/jnc_000104509145/?bc=100486110694,7.8万円,8000円,-,7.8万円,1階,1K,20.33m2
プレール新宿落合,東京都新宿区上落合１,築23年,7階建,"西武新宿線/下落合駅 歩2分,都営大江戸線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分",下落合駅,2,5.0,https://suumo.jp/chintai/jnc_000102217307/?bc=100484134340,7.8万円,10000円,-,7.8万円,6階,1K,21.22m2
プレール新宿落合,東京都新宿区上落合１,築23年,7階建,"西武新宿線/下落合駅 歩2分,都営大江戸線/中井駅 歩5分,東京メトロ東西線/落合駅 歩8分",下落合駅,2,5.0,https://suumo.jp/chintai/jnc_000104509146/?bc=100484083288,7.9万円,10000円,-,7.9万円,6階,1K,21.22m2
レジデンス新宿中落合スクエア,東京都新宿区中落合３,築6年,5階建,"都営大江戸線/落合南長崎駅 歩10分,西武新宿線/中井駅 歩12分,西武新宿線/下落合駅 歩13分",落合南長崎駅,10,11.6666666666667,https://suumo.jp/chintai/jnc_000103807295/?bc=100480816314,12.1万円,15000円,-,-,1階,2K,25.72m2
レジデンス新宿中落合スクエア,東京都新宿区中落合３,築6年,5階建,"都営大江戸線/落合南長崎駅 歩10分,西武新宿線/中井駅 歩12分,西武新宿線/下落合駅 歩13分",落合南長崎駅,10,11.6666666666667,https://suumo.jp/chintai/jnc_000103807296/?bc=100485555700,12.3万円,15000円,-,-,4階,2K,25.51m2
レジデンス新宿中落合スクエア,東京都新宿区中落合３,築6年,5階建,"都営大江戸線/落合南長崎駅 歩10分,西武新宿線/中井駅 歩12分,西武新宿線/下落合駅 歩13分",落合南長崎駅,10,11.6666666666667,https://suumo.jp/chintai/jnc_000104411712/?bc=100485555694,12.5万円,15000円,-,-,5階,1K,25.51m2
西武新宿線 中井駅 地下1地上5階建 築43年,東京都新宿区中落合１,築43年,地下1地上5階建,"西武新宿線/中井駅 歩5分,都営大江戸線/中井駅 歩5分,",中井駅,5,5.0,https://suumo.jp/chintai/jnc_000088485964/?bc=100479492534,9.9万円,6000円,9.9万円,9.9万円,3階,1DK,33.38m2
グリーンコート一の坂,東京都新宿区中井２,築26年,3階建,"西武新宿線/中井駅 歩4分,都営大江戸線/落合南長崎駅 歩10分,東京メトロ東西線/落合駅 歩12分",中井駅,4,8.66666666666667,https://suumo.jp/chintai/jnc_000104222356/?bc=100484466006,14.5万円,5000円,14.5万円,14.5万円,1階,1DK,32.19m2
グリーンコート一の坂,東京都新宿区中井２,築26年,3階建,"西武新宿線/中井駅 歩4分,都営大江戸線/落合南長崎駅 歩10分,東京メトロ東西線/落合駅 歩12分",中井駅,4,8.66666666666667,https://suumo.jp/chintai/jnc_000104525329/?bc=100486362884,14.8万円,5000円,14.8万円,14.8万円,2階,1DK,30.93m2
都営大江戸線 中井駅 3階建 築26年,東京都新宿区中井２,築26年,3階建,"都営大江戸線/中井駅 歩4分,東京メトロ東西線/落合駅 歩12分,ＪＲ総武線/東中野駅 歩19分",中井駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104255996/?bc=100484205063,14.5万円,5000円,14.5万円,14.5万円,1階,1DK,32.19m2
都営大江戸線 中井駅 3階建 築26年,東京都新宿区中井２,築26年,3階建,"都営大江戸線/中井駅 歩4分,東京メトロ東西線/落合駅 歩12分,ＪＲ総武線/東中野駅 歩19分",中井駅,4,11.6666666666667,https://suumo.jp/chintai/jnc_000104540967/?bc=100486401507,14.8万円,5000円,14.8万円,14.8万円,2階,1DK,30.93m2
