title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,price_rank_by_station
都営大江戸線 落合南長崎駅 4階建 築4年,東京都新宿区西落合１,129000.0,15000.0,,,2,1LDK,30.88,4,4,落合南長崎駅,6,12.0,98180.36,144008.25,32
落合エイトハウス,東京都新宿区中落合１,120000.0,3000.0,120000.0,120000.0,3,1LDK,33.0,48,3,落合南長崎駅,3,6.5,98180.36,144008.25,41
ＬＥＡＺＥＳ　ＴＥＲＲＡＣＥ,東京都新宿区西落合３,120000.0,,120000.0,120000.0,1,1LDK,48.38,27,4,落合南長崎駅,2,8.67,98180.36,144008.25,41
デルタハイム,東京都新宿区西落合１,105000.0,,105000.0,210000.0,4,1LDK,50.89,44,4,落合南長崎駅,3,9.0,98180.36,144008.25,68
ＲＩＤＧＥ新宿西落合,東京都新宿区西落合１,130000.0,10000.0,,,1,1R,35.33,16,6,落合南長崎駅,8,10.5,98180.36,73893.5,30
都営大江戸線 落合南長崎駅 4階建 築8年,東京都新宿区西落合１,95000.0,9000.0,95000.0,95000.0,2,1R,28.31,8,4,落合南長崎駅,9,14.0,98180.36,73893.5,76
都営大江戸線 落合南長崎駅 2階建 築10年,東京都新宿区西落合３,90000.0,5000.0,,,1,1R,21.97,10,2,落合南長崎駅,2,9.67,98180.36,73893.5,80
リステラス新宿,東京都新宿区西落合３,90000.0,5000.0,,,1,1R,21.97,10,2,落合南長崎駅,2,10.0,98180.36,73893.5,80
ちきゅうハウス,東京都豊島区南長崎４,74000.0,5000.0,74000.0,74000.0,1,1R,21.53,22,2,落合南長崎駅,2,10.0,98180.36,73893.5,109
都営大江戸線 落合南長崎駅 2階建 築20年,東京都新宿区西落合１,70000.0,,70000.0,,1,1R,22.36,20,2,落合南長崎駅,8,12.67,98180.36,73893.5,115
フラッツ南長崎,東京都豊島区南長崎３,70000.0,5000.0,70000.0,,3,1R,18.45,36,4,落合南長崎駅,9,11.67,98180.36,73893.5,115
三豊ビル,東京都新宿区西落合２,70000.0,3000.0,70000.0,70000.0,2,1R,20.0,38,4,落合南長崎駅,9,13.33,98180.36,73893.5,115
都営大江戸線 落合南長崎駅 8階建 築31年,東京都新宿区中落合３,69000.0,10000.0,69000.0,69000.0,5,1R,16.5,31,8,落合南長崎駅,2,9.67,98180.36,73893.5,120
ソフィアステップ,東京都新宿区中落合３,65000.0,3000.0,,,2,1R,10.01,6,2,落合南長崎駅,7,11.33,98180.36,73893.5,130
アイレスト新宿西落合,東京都新宿区西落合１,65000.0,,,,2,1R,25.13,41,5,落合南長崎駅,2,10.67,98180.36,73893.5,130
都営大江戸線 落合南長崎駅 5階建 築41年,東京都新宿区西落合１,65000.0,,,,2,1R,25.13,41,5,落合南長崎駅,2,10.0,98180.36,73893.5,130
都営大江戸線 落合南長崎駅 2階建 築5年,東京都新宿区西落合３,62000.0,3000.0,,,1,1R,10.56,5,2,落合南長崎駅,4,11.33,98180.36,73893.5,136
ソフィアユニゾン,東京都新宿区西落合３,62000.0,3000.0,,,1,1R,10.56,5,2,落合南長崎駅,4,8.33,98180.36,73893.5,136
都営大江戸線 落合南長崎駅 2階建 築9年,東京都新宿区西落合２,62000.0,4000.0,,,1,1R,10.15,9,2,落合南長崎駅,10,13.33,98180.36,73893.5,136
M′哲学堂公園,東京都新宿区西落合２,62000.0,4000.0,,,1,1R,10.15,9,2,落合南長崎駅,10,13.0,98180.36,73893.5,136
アーバンプレイス目白クア,東京都豊島区南長崎２,62000.0,3000.0,,,2,1R,9.3,13,2,落合南長崎駅,9,11.33,98180.36,73893.5,136
ガーデンホームズ,東京都豊島区南長崎４,62000.0,2000.0,62000.0,62000.0,1,1R,19.87,26,2,落合南長崎駅,7,11.33,98180.36,73893.5,136
ソフィアハープ,東京都新宿区西落合１,61500.0,3000.0,,,1,1R,10.56,5,2,落合南長崎駅,3,10.33,98180.36,73893.5,142
都営大江戸線 落合南長崎駅 2階建 築5年,東京都新宿区西落合１,61500.0,3000.0,,,1,1R,10.56,5,2,落合南長崎駅,3,10.0,98180.36,73893.5,142
都営大江戸線 落合南長崎駅 2階建 築6年,東京都新宿区西落合２,61000.0,4000.0,,61000.0,2,1R,10.53,6,2,落合南長崎駅,10,13.67,98180.36,73893.5,144
メゾン・ド・中落合,東京都新宿区中落合３,60000.0,,60000.0,60000.0,4,1R,14.3,46,4,落合南長崎駅,2,11.0,98180.36,73893.5,145
Parc Lux,東京都新宿区中落合３,59000.0,3000.0,,,1,1R,10.71,4,2,落合南長崎駅,7,11.33,98180.36,73893.5,149
都営大江戸線 落合南長崎駅 2階建 築4年,東京都新宿区中落合３,59000.0,3000.0,,,1,1R,10.71,4,2,落合南長崎駅,7,12.0,98180.36,73893.5,149
ルーブル新宿西落合,東京都新宿区西落合１,57000.0,,,57000.0,1,1R,16.0,31,4,落合南長崎駅,4,11.0,98180.36,73893.5,154
都営大江戸線 落合南長崎駅 4階建 築31年,東京都新宿区西落合１,57000.0,,,57000.0,1,1R,16.0,31,4,落合南長崎駅,4,9.33,98180.36,73893.5,154
リジェル山美,東京都新宿区西落合１,57000.0,2000.0,,,2,1R,15.0,52,2,落合南長崎駅,4,12.33,98180.36,73893.5,154
都営大江戸線 落合南長崎駅 2階建 築13年,東京都新宿区西落合１,56000.0,4000.0,,56000.0,1,1R,13.88,13,2,落合南長崎駅,4,11.0,98180.36,73893.5,157
GR西落合,東京都新宿区西落合１,54000.0,9000.0,54000.0,54000.0,2,1R,13.55,10,4,落合南長崎駅,1,10.0,98180.36,73893.5,160
都営大江戸線 落合南長崎駅 4階建 築10年,東京都新宿区西落合１,54000.0,9000.0,54000.0,54000.0,2,1R,13.55,10,4,落合南長崎駅,1,10.0,98180.36,73893.5,160
アーバンプレイス目白IIIA,東京都豊島区南長崎２,54000.0,3000.0,54000.0,54000.0,2,1R,9.97,13,2,落合南長崎駅,7,10.0,98180.36,73893.5,160
ロイヤルハウス,東京都新宿区西落合３,52000.0,3000.0,,,1,1R,10.83,10,2,落合南長崎駅,4,10.33,98180.36,73893.5,163
FortuneHouse,東京都新宿区中落合３,51000.0,4000.0,,,1,1R,10.31,9,2,落合南長崎駅,7,11.33,98180.36,73893.5,164
メゾンドパルク,東京都新宿区中落合４,51000.0,1000.0,51000.0,,1,1R,16.0,43,2,落合南長崎駅,7,12.0,98180.36,73893.5,164
都営大江戸線 落合南長崎駅 2階建 築10年,東京都新宿区西落合３,50000.0,3000.0,,,1,1R,10.83,10,2,落合南長崎駅,4,10.33,98180.36,73893.5,166
エコー中落合,東京都新宿区中落合４,43000.0,,43000.0,43000.0,3,1R,1.0,34,3,落合南長崎駅,4,10.0,98180.36,73893.5,167
都営大江戸線 落合南長崎駅 3階建 築34年,東京都新宿区中落合４,43000.0,,43000.0,43000.0,3,1R,1.0,34,3,落合南長崎駅,4,10.0,98180.36,73893.5,167
メトロハイツ西落合,東京都新宿区西落合３,181000.0,9200.0,181000.0,181000.0,7,1SLDK,53.34,26,8,落合南長崎駅,1,8.67,98180.36,183000.0,7
都営大江戸線 落合南長崎駅 8階建 築26年,東京都新宿区西落合３,190000.0,21000.0,380000.0,380000.0,2,2DK,50.14,26,8,落合南長崎駅,1,8.33,98180.36,124666.67,6
都営大江戸線 落合南長崎駅 7階建 築34年,東京都新宿区西落合１,138000.0,9000.0,138000.0,276000.0,7,2DK,57.0,34,7,落合南長崎駅,5,11.33,98180.36,124666.67,19
パル・豊島館,東京都新宿区中落合３,133000.0,8000.0,133000.0,133000.0,4,2DK,47.46,31,8,落合南長崎駅,3,8.33,98180.36,124666.67,26
アビタシオン落合,東京都新宿区西落合３,130000.0,3000.0,130000.0,130000.0,5,2DK,47.7,50,6,落合南長崎駅,1,7.67,98180.36,124666.67,30
ロックハイツ,東京都新宿区西落合１,125000.0,9000.0,125000.0,250000.0,4,2DK,40.26,34,7,落合南長崎駅,5,11.33,98180.36,124666.67,36
ＰＲＥＺＩＯ,東京都新宿区西落合１,123000.0,,123000.0,123000.0,2,2DK,38.0,32,2,落合南長崎駅,5,11.0,98180.36,124666.67,37
西落合ハウス,東京都新宿区西落合３,114000.0,3000.0,114000.0,114000.0,3,2DK,50.81,53,4,落合南長崎駅,2,9.67,98180.36,124666.67,50
都営大江戸線 落合南長崎駅 4階建 築53年,東京都新宿区西落合３,114000.0,3000.0,114000.0,114000.0,3,2DK,50.81,53,4,落合南長崎駅,2,9.67,98180.36,124666.67,50
落合エイトハウス,東京都新宿区西落合１,106000.0,3000.0,106000.0,,1,2DK,33.7,48,3,落合南長崎駅,4,11.33,98180.36,124666.67,65
都営大江戸線 落合南長崎駅 3階建 築48年,東京都新宿区西落合１,106000.0,3000.0,106000.0,,1,2DK,33.0,48,3,落合南長崎駅,4,11.67,98180.36,124666.67,65
ZOOM新宿西落合,東京都新宿区西落合１,137000.0,8000.0,137000.0,,6,2K,30.4,6,7,落合南長崎駅,6,13.67,98180.36,99529.41,22
都営大江戸線 落合南長崎駅 地下1地上4階建 築4年,東京都新宿区西落合１,128000.0,5000.0,,,1,2K,35.85,4,5,落合南長崎駅,7,12.67,98180.36,99529.41,34
HY’s 新宿西落合,東京都新宿区中落合１,114000.0,12000.0,,114000.0,2,2K,25.67,5,5,落合南長崎駅,7,11.33,98180.36,99529.41,50
コーポタカキ,東京都豊島区南長崎２,86000.0,4000.0,,86000.0,1,2K,30.0,31,4,落合南長崎駅,9,11.33,98180.36,99529.41,91
都営大江戸線 落合南長崎駅 3階建 築47年,東京都新宿区中落合３,60000.0,,60000.0,,2,2K,25.0,47,3,落合南長崎駅,6,10.67,98180.36,99529.41,145
秋山ビル,東京都新宿区中落合３,60000.0,,60000.0,,2,2K,25.0,47,3,落合南長崎駅,6,10.67,98180.36,99529.41,145
ＭＡＩＳＯＮ　ＲＯＢＩＮ,東京都新宿区西落合１,211000.0,5000.0,105500.0,422000.0,1,2LDK,54.48,0,2,落合南長崎駅,3,11.67,98180.36,189764.71,2
都営大江戸線 落合南長崎駅 2階建 新築,東京都新宿区西落合１,211000.0,5000.0,105500.0,422000.0,1,2LDK,54.48,0,2,落合南長崎駅,3,11.67,98180.36,189764.71,2
Ｃｏｕｒｔ　Ｒｉｖｉｅｒａ,東京都新宿区西落合３,195000.0,15000.0,195000.0,195000.0,1,2LDK,60.53,1,2,落合南長崎駅,4,10.67,98180.36,189764.71,4
都営大江戸線 落合南長崎駅 2階建 築1年,東京都新宿区西落合３,195000.0,15000.0,195000.0,195000.0,1,2LDK,60.53,1,2,落合南長崎駅,2,10.0,98180.36,189764.71,4
ライオンズマンション西落合,東京都新宿区西落合１,176000.0,10000.0,176000.0,176000.0,5,2LDK,65.7,45,7,落合南長崎駅,3,9.67,98180.36,189764.71,10
都営大江戸線 落合南長崎駅 7階建 築45年,東京都新宿区西落合１,176000.0,10000.0,176000.0,176000.0,5,2LDK,65.7,45,7,落合南長崎駅,2,9.67,98180.36,189764.71,10
中落合戸建,東京都新宿区中落合３,175000.0,,350000.0,175000.0,1,2LDK,47.1,62,2,落合南長崎駅,7,10.67,98180.36,189764.71,12
都営大江戸線 落合南長崎駅 8階建 築31年,東京都新宿区中落合３,133000.0,8000.0,133000.0,133000.0,4,2LDK,47.46,31,8,落合南長崎駅,3,8.33,98180.36,189764.71,26
西落合ファミリーマンション,東京都新宿区西落合３,120000.0,,120000.0,120000.0,7,2LDK,40.0,53,10,落合南長崎駅,3,9.67,98180.36,189764.71,41
都営大江戸線 落合南長崎駅 10階建 築53年,東京都新宿区西落合３,120000.0,,120000.0,120000.0,7,2LDK,40.0,53,10,落合南長崎駅,3,9.67,98180.36,189764.71,41
新宿区西落合1丁目戸建,東京都新宿区西落合１,238000.0,,238000.0,238000.0,0,2SLDK,77.19,5,3,落合南長崎駅,8,11.5,98180.36,208750.0,1
ミラベルコート,東京都新宿区中落合３,145000.0,,145000.0,145000.0,2,3K,56.6,35,2,落合南長崎駅,6,10.33,98180.36,143200.0,17
都営大江戸線 落合南長崎駅 2階建 築35年,東京都新宿区中落合３,145000.0,,145000.0,145000.0,2,3K,56.6,35,2,落合南長崎駅,6,9.67,98180.36,143200.0,17
エクセル　エヌ・ケー,東京都豊島区南長崎４,168000.0,8000.0,168000.0,168000.0,1,3LDK,67.17,32,4,落合南長崎駅,5,11.0,98180.36,230266.67,13
都営大江戸線 落合南長崎駅 4階建 築32年,東京都豊島区南長崎４,168000.0,8000.0,168000.0,168000.0,1,3LDK,67.17,32,4,落合南長崎駅,5,11.0,98180.36,230266.67,13
グランドハイツ落合,東京都新宿区上落合３,135000.0,,135000.0,135000.0,10,1DK,35.8,30,10,落合駅,1,3.67,108289.53,107596.15,40
アミカル・エフ,東京都新宿区上落合２,132000.0,7000.0,132000.0,158400.0,3,1DK,32.74,21,8,落合駅,6,8.0,108289.53,107596.15,45
東京メトロ東西線 落合駅 8階建 築21年,東京都新宿区上落合２,132000.0,7000.0,132000.0,158400.0,3,1DK,32.74,21,8,落合駅,6,7.67,108289.53,107596.15,45
東京メトロ東西線 落合駅 5階建 築59年,東京都新宿区上落合２,120000.0,8000.0,120000.0,,4,1DK,32.9,59,5,落合駅,1,5.33,108289.53,107596.15,55
レガリア東中野レジデンスWEST,東京都中野区東中野５,99000.0,12000.0,99000.0,99000.0,2,1DK,32.71,18,5,落合駅,6,8.0,108289.53,107596.15,75
東京メトロ東西線 落合駅 2階建 築35年,東京都中野区上高田１,94000.0,1000.0,94000.0,94000.0,1,1DK,33.0,35,2,落合駅,8,10.0,108289.53,107596.15,85
第一鈴木ハウス,東京都新宿区上落合３,75000.0,,75000.0,,2,1DK,29.7,38,2,落合駅,4,5.67,108289.53,107596.15,118
アーバイル落合ツインドレスモーダ,東京都中野区上高田４,135000.0,5000.0,,,4,1K,4.0,21,4,落合駅,6,8.33,108289.53,87449.61,40
東京メトロ東西線 落合駅 4階建 築21年,東京都中野区上高田４,135000.0,5000.0,135000.0,135000.0,4,1K,4.0,21,4,落合駅,6,7.33,108289.53,87449.61,40
アレーロ上落合,東京都新宿区上落合１,134000.0,10000.0,,,1,1K,30.1,7,4,落合駅,4,7.0,108289.53,87449.61,43
THE　PREMIUM　CUBE　G　東中野,東京都中野区東中野５,129500.0,15000.0,,,2,1K,28.87,2,5,落合駅,7,9.33,108289.53,87449.61,48
プラウドフラット東中野,東京都中野区東中野５,126000.0,8000.0,126000.0,126000.0,2,1K,25.1,11,10,落合駅,4,7.67,108289.53,87449.61,49
東京メトロ東西線 落合駅 10階建 築11年,東京都中野区東中野５,126000.0,8000.0,126000.0,126000.0,2,1K,25.1,11,10,落合駅,4,6.67,108289.53,87449.61,49
ＪＲ中央線 東中野駅 10階建 築17年,東京都新宿区北新宿４,121000.0,8000.0,121000.0,,5,1K,26.31,17,10,落合駅,8,10.67,108289.53,87449.61,53
東京メトロ東西線 落合駅 3階建 築11年,東京都中野区東中野３,120000.0,7000.0,,240000.0,2,1K,29.17,11,3,落合駅,3,5.67,108289.53,87449.61,55
ノブレス・東中野,東京都中野区東中野３,120000.0,7000.0,,240000.0,2,1K,29.17,11,3,落合駅,3,7.0,108289.53,87449.61,55
サンファスト東中野,東京都新宿区上落合２,120000.0,8000.0,120000.0,,4,1K,32.9,59,5,落合駅,1,5.33,108289.53,87449.61,55
ラ・テラス落合,東京都中野区東中野４,110000.0,6000.0,110000.0,110000.0,3,1K,25.67,7,10,落合駅,1,5.33,108289.53,87449.61,63
メイクスミニ新宿落合,東京都新宿区上落合３,110000.0,12000.0,110000.0,110000.0,2,1K,24.67,2,3,落合駅,6,8.0,108289.53,87449.61,63
東京メトロ東西線 落合駅 3階建 築2年,東京都新宿区上落合３,110000.0,12000.0,106000.0,110000.0,2,1K,24.67,2,3,落合駅,6,7.67,108289.53,87449.61,63
CREVISTA中野落合,東京都中野区上高田１,108000.0,15000.0,,54000.0,2,1K,26.13,6,3,落合駅,2,5.33,108289.53,87449.61,70
東京メトロ東西線 落合駅 3階建 築6年,東京都中野区上高田１,108000.0,15000.0,,54000.0,2,1K,26.13,6,3,落合駅,2,6.0,108289.53,87449.61,70
クレイシアＩＤＺ新宿落合ディアコート,東京都新宿区上落合１,106000.0,12000.0,106000.0,106000.0,3,1K,25.54,5,4,落合駅,4,7.0,108289.53,87449.61,72
東京メトロ東西線 落合駅 4階建 築5年,東京都新宿区上落合１,106000.0,12000.0,106000.0,106000.0,3,1K,25.54,5,4,落合駅,4,6.33,108289.53,87449.61,72
東京メトロ東西線 落合駅 4階建 築7年,東京都新宿区上落合１,105000.0,10000.0,105000.0,105000.0,2,1K,25.38,7,4,落合駅,5,7.0,108289.53,87449.61,74
モン・シャトー上高田,東京都中野区上高田１,98000.0,4000.0,98000.0,98000.0,2,1K,25.47,11,4,落合駅,6,9.67,108289.53,87449.61,78
ＪＲ総武線 東中野駅 4階建 築11年,東京都中野区上高田１,98000.0,4000.0,98000.0,98000.0,2,1K,25.47,11,4,落合駅,6,9.33,108289.53,87449.61,78
ファーストシティ上落合,東京都新宿区上落合３,92000.0,5000.0,92000.0,92000.0,3,1K,23.1,30,2,落合駅,4,7.33,108289.53,87449.61,86
トーシンフェニックス目白,東京都新宿区上落合２,92000.0,5000.0,,92000.0,4,1K,23.85,24,4,落合駅,1,6.0,108289.53,87449.61,86
セーブル,東京都中野区上高田１,90000.0,6000.0,,90000.0,1,1K,24.0,22,2,落合駅,7,9.0,108289.53,87449.61,88
ハイネスコート,東京都中野区上高田１,90000.0,5000.0,,90000.0,1,1K,25.6,23,4,落合駅,3,6.33,108289.53,87449.61,88
東京メトロ東西線 落合駅 2階建 築22年,東京都中野区上高田１,90000.0,6000.0,,90000.0,1,1K,24.0,22,2,落合駅,7,12.33,108289.53,87449.61,88
ＪＲ中央線 東中野駅 4階建 築23年,東京都中野区上高田１,90000.0,5000.0,,90000.0,1,1K,25.6,23,4,落合駅,3,7.33,108289.53,87449.61,88
スカイコート新宿落合壱番館,東京都新宿区上落合２,89800.0,7200.0,89800.0,89800.0,8,1K,20.89,17,10,落合駅,3,5.0,108289.53,87449.61,92
カーサ・シオンＡ,東京都新宿区上落合３,85000.0,5000.0,,,2,1K,20.25,23,2,落合駅,6,10.33,108289.53,87449.61,93
ＪＲ総武線 東中野駅 12階建 築27年,東京都新宿区上落合１,85000.0,7000.0,85000.0,85000.0,5,1K,21.25,27,12,落合駅,5,7.67,108289.53,87449.61,93
パークヒルズ落合,東京都新宿区上落合１,85000.0,7000.0,85000.0,85000.0,5,1K,21.25,27,12,落合駅,5,9.0,108289.53,87449.61,93
東京メトロ東西線 落合駅 2階建 築23年,東京都新宿区上落合３,85000.0,5000.0,,,2,1K,20.25,23,2,落合駅,6,9.0,108289.53,87449.61,93
ヴィエント東中野,東京都中野区上高田１,84000.0,5000.0,84000.0,84000.0,2,1K,25.3,13,2,落合駅,4,7.0,108289.53,87449.61,99
グラントゥルース東中野,東京都中野区東中野３,83000.0,12000.0,,83000.0,5,1K,20.8,22,11,落合駅,4,5.33,108289.53,87449.61,100
東京メトロ東西線 落合駅 10階建 築28年,東京都新宿区上落合２,82000.0,8500.0,82000.0,82000.0,7,1K,21.17,28,10,落合駅,1,5.0,108289.53,87449.61,101
東京メトロ東西線 落合駅 2階建 築30年,東京都中野区上高田１,81000.0,4000.0,81000.0,81000.0,1,1K,25.89,30,2,落合駅,10,11.33,108289.53,87449.61,102
プリマベーラ,東京都中野区上高田１,81000.0,4000.0,81000.0,81000.0,1,1K,25.89,30,2,落合駅,10,11.33,108289.53,87449.61,102
アートヴィラ,東京都新宿区上落合２,80000.0,5000.0,80000.0,80000.0,4,1K,23.0,52,5,落合駅,6,10.0,108289.53,87449.61,104
東京メトロ東西線 落合駅 10階建 築17年,東京都新宿区上落合２,79500.0,14500.0,79500.0,,2,1K,20.84,17,10,落合駅,5,6.33,108289.53,87449.61,108
東京メトロ東西線 落合駅 4階建 築19年,東京都中野区東中野４,79000.0,4500.0,79000.0,79000.0,2,1K,19.46,19,4,落合駅,3,6.67,108289.53,87449.61,109
東京メトロ東西線 落合駅 4階建 築20年,東京都新宿区上落合３,79000.0,4000.0,79000.0,79000.0,1,1K,19.06,20,4,落合駅,2,5.33,108289.53,87449.61,109
ルガール,東京都新宿区上落合１,78000.0,5500.0,,78000.0,1,1K,24.7,23,2,落合駅,6,6.67,108289.53,87449.61,111
エスコート上落合,東京都新宿区上落合１,77000.0,10000.0,77000.0,77000.0,5,1K,21.3,24,7,落合駅,5,6.33,108289.53,87449.61,112
メゾン・ド・ファン,東京都中野区東中野４,77000.0,3000.0,,,1,1K,19.76,21,2,落合駅,3,6.67,108289.53,87449.61,112
ステージファースト上落合,東京都新宿区上落合１,77000.0,9000.0,77000.0,154000.0,1,1K,23.3,19,5,落合駅,5,7.0,108289.53,87449.61,112
東京メトロ東西線 落合駅 2階建 築21年,東京都中野区東中野４,77000.0,3000.0,,,1,1K,19.76,21,2,落合駅,3,7.33,108289.53,87449.61,112
東京メトロ東西線 落合駅 3階建 築41年,東京都中野区東中野５,77000.0,3000.0,77000.0,,2,1K,0.0,41,3,落合駅,4,7.33,108289.53,87449.61,112
レオパレス落合,東京都中野区東中野４,75000.0,5500.0,,75000.0,1,1K,13.86,37,2,落合駅,5,7.67,108289.53,87449.61,118
サンヒルズ落合,東京都新宿区上落合１,75000.0,2000.0,75000.0,75000.0,2,1K,20.0,39,2,落合駅,4,6.33,108289.53,87449.61,118
ガーデンアイクリー,東京都新宿区上落合２,75000.0,1000.0,75000.0,,3,1K,20.0,27,4,落合駅,1,6.33,108289.53,87449.61,118
伊藤ビル,東京都新宿区上落合２,75000.0,,75000.0,75000.0,2,1K,21.0,46,4,落合駅,1,6.33,108289.53,87449.61,118
ビーン落合,東京都新宿区上落合３,72000.0,3000.0,72000.0,72000.0,2,1K,0.0,29,2,落合駅,4,38.67,108289.53,87449.61,124
高富ビル,東京都新宿区上落合２,70000.0,2000.0,70000.0,,2,1K,18.0,44,3,落合駅,5,6.67,108289.53,87449.61,125
グリーンパーク東中野A,東京都中野区東中野３,70000.0,,70000.0,70000.0,2,1K,23.1,33,2,落合駅,3,5.0,108289.53,87449.61,125
ダイホープラザ上落合,東京都新宿区上落合２,70000.0,5000.0,70000.0,70000.0,6,1K,19.38,28,12,落合駅,2,4.5,108289.53,87449.61,125
東京メトロ東西線 落合駅 12階建 築28年,東京都新宿区上落合２,70000.0,5000.0,70000.0,70000.0,6,1K,19.38,28,12,落合駅,2,6.33,108289.53,87449.61,125
東京メトロ東西線 落合駅 2階建 築34年,東京都中野区東中野４,68000.0,2000.0,68000.0,,2,1K,19.04,34,2,落合駅,2,6.0,108289.53,87449.61,134
プチパレス９２,東京都中野区東中野４,68000.0,2000.0,68000.0,,2,1K,19.04,34,2,落合駅,2,6.33,108289.53,87449.61,134
滝山ハイム,東京都中野区東中野５,68000.0,,68000.0,68000.0,2,1K,0.0,51,3,落合駅,6,9.33,108289.53,87449.61,134
ピアーチェ落合,東京都新宿区上落合２,67000.0,3000.0,67000.0,67000.0,1,1K,20.4,27,3,落合駅,1,5.0,108289.53,87449.61,140
東京メトロ東西線 落合駅 3階建 築28年,東京都新宿区上落合２,67000.0,3000.0,67000.0,67000.0,1,1K,20.4,28,3,落合駅,1,6.0,108289.53,87449.61,140
三協グリーンコート落合駅前パート２,東京都新宿区上落合３,65000.0,7000.0,65000.0,65000.0,1,1K,19.3,36,4,落合駅,4,7.0,108289.53,87449.61,143
サングロウ,東京都中野区東中野４,65000.0,2000.0,65000.0,65000.0,2,1K,18.0,41,2,落合駅,3,5.33,108289.53,87449.61,143
グリーンハイム,東京都新宿区上落合３,65000.0,,65000.0,,1,1K,17.91,37,3,落合駅,3,6.33,108289.53,87449.61,143
東京メトロ東西線 落合駅 2階建 築55年,東京都新宿区上落合２,63000.0,2000.0,63000.0,63000.0,2,1K,19.0,55,2,落合駅,2,6.0,108289.53,87449.61,149
浅野コーポ,東京都中野区上高田１,63000.0,,63000.0,,1,1K,19.83,58,2,落合駅,4,8.0,108289.53,87449.61,149
・プレステージ上落合,東京都新宿区上落合３,62000.0,2000.0,62000.0,,2,1K,16.0,32,2,落合駅,8,10.33,108289.53,87449.61,154
グランステージ落合,東京都新宿区上落合１,61000.0,3000.0,61000.0,61000.0,4,1K,20.04,33,4,落合駅,5,7.0,108289.53,87449.61,155
レオパレスボストンハウスIII,東京都中野区東中野４,60000.0,3000.0,,,1,1K,12.37,39,2,落合駅,1,5.33,108289.53,87449.61,158
東京メトロ東西線 落合駅 4階建 築37年,東京都新宿区上落合３,60000.0,5000.0,,,2,1K,18.76,37,4,落合駅,3,6.67,108289.53,87449.61,158
アイリスコ－トＣ棟,東京都中野区上高田４,60000.0,,60000.0,,2,1K,16.79,35,2,落合駅,8,8.67,108289.53,87449.61,158
ファーレ落合,東京都新宿区上落合２,54000.0,3000.0,54000.0,54000.0,1,1K,14.44,25,3,落合駅,1,6.67,108289.53,87449.61,166
東京メトロ東西線 落合駅 3階建 築25年,東京都新宿区上落合２,54000.0,3000.0,54000.0,54000.0,1,1K,14.44,25,3,落合駅,4,7.33,108289.53,87449.61,166
加藤荘,東京都新宿区上落合３,53000.0,1000.0,53000.0,53000.0,1,1K,18.0,56,2,落合駅,2,4.0,108289.53,87449.61,169
信愛荘,東京都新宿区上落合２,53000.0,,53000.0,53000.0,2,1K,19.0,54,2,落合駅,2,5.0,108289.53,87449.61,169
LEGALAND東中野,東京都中野区東中野５,235000.0,10000.0,,,1,1LDK,48.61,0,4,落合駅,7,8.67,108289.53,144008.25,8
GRAN HERME（グランエルメ）,東京都中野区東中野５,200000.0,5000.0,200000.0,200000.0,3,1LDK,43.7,0,3,落合駅,3,6.0,108289.53,144008.25,12
セリオ落合東中野,東京都中野区東中野５,195000.0,,195000.0,195000.0,10,1LDK,50.58,11,10,落合駅,8,10.67,108289.53,144008.25,14
プラチナフォルム東中野,東京都中野区東中野４,184000.0,6000.0,,276000.0,2,1LDK,47.6,8,3,落合駅,3,6.67,108289.53,144008.25,17
東京メトロ東西線 落合駅 3階建 築8年,東京都中野区東中野４,184000.0,6000.0,,276000.0,2,1LDK,47.6,8,3,落合駅,3,7.67,108289.53,144008.25,17
リリエンベルグ弐番館,東京都中野区東中野３,168000.0,12000.0,168000.0,168000.0,7,1LDK,40.26,20,9,落合駅,3,5.67,108289.53,144008.25,21
ＪＲ総武線 東中野駅 9階建 築20年,東京都中野区東中野３,168000.0,12000.0,168000.0,168000.0,7,1LDK,40.26,20,9,落合駅,2,4.67,108289.53,144008.25,21
FLORESTA,東京都中野区東中野５,160000.0,5000.0,160000.0,160000.0,1,1LDK,46.47,27,4,落合駅,7,10.0,108289.53,144008.25,23
東京メトロ東西線 落合駅 8階建 築34年,東京都中野区東中野３,150000.0,10000.0,150000.0,150000.0,2,1LDK,47.54,34,8,落合駅,1,4.0,108289.53,144008.25,26
ルーアン,東京都中野区上高田１,148000.0,9000.0,,296000.0,1,1LDK,37.77,15,2,落合駅,9,9.67,108289.53,144008.25,29
ＪＲ総武線 東中野駅 2階建 築15年,東京都中野区上高田１,148000.0,9000.0,,296000.0,1,1LDK,37.77,15,2,落合駅,9,9.67,108289.53,144008.25,29
東京メトロ東西線 落合駅 11階建 築17年,東京都中野区東中野４,148000.0,10000.0,148000.0,148000.0,6,1LDK,41.31,17,11,落合駅,1,3.67,108289.53,144008.25,29
セルクル落合,東京都新宿区上落合１,145000.0,10000.0,145000.0,145000.0,13,1LDK,44.69,19,14,落合駅,5,9.33,108289.53,144008.25,34
東京メトロ東西線 落合駅 14階建 築19年,東京都新宿区上落合１,145000.0,10000.0,145000.0,145000.0,13,1LDK,44.69,19,14,落合駅,5,9.33,108289.53,144008.25,34
