title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,price_rank_by_station
コーポラス落合III棟,東京都新宿区上落合２,140000.0,,140000.0,140000.0,1,1LDK,45.54,17,2,落合駅,3,5.33,108289.53,144008.25,36
グレ－スハイツ,東京都中野区東中野４,140000.0,,140000.0,140000.0,2,1LDK,41.0,37,5,落合駅,4,7.0,108289.53,144008.25,36
東京メトロ東西線 落合駅 6階建 築22年,東京都新宿区上落合３,139000.0,6000.0,139000.0,139000.0,2,1LDK,40.27,22,6,落合駅,3,4.0,108289.53,144008.25,38
ソレイユほその,東京都新宿区上落合３,138000.0,6000.0,138000.0,138000.0,2,1LDK,40.27,22,6,落合駅,3,4.0,108289.53,144008.25,39
ＰＲＩＭＥ　ＵＲＢＡＮ　東中野　ＣＯＵＲＴ,東京都新宿区北新宿４,121000.0,8000.0,121000.0,,5,1LDK,26.31,17,2,落合駅,10,11.33,108289.53,144008.25,53
ストークマンション落合,東京都新宿区上落合２,115000.0,13000.0,115000.0,115000.0,9,1LDK,42.8,56,2,落合駅,2,5.0,108289.53,144008.25,62
宮越マンション,東京都新宿区上落合３,110000.0,,110000.0,110000.0,4,1LDK,36.0,47,4,落合駅,1,5.0,108289.53,144008.25,63
東京メトロ東西線 落合駅 4階建 築47年,東京都新宿区上落合３,110000.0,,110000.0,110000.0,4,1LDK,36.0,47,4,落合駅,1,5.0,108289.53,144008.25,63
シャロ-ム東中野,東京都中野区東中野５,149600.0,,408000.0,136000.0,2,1R,38.0,35,7,落合駅,4,6.33,108289.53,73893.5,28
ＦＬＡＭＰ,東京都新宿区上落合３,147400.0,10000.0,147400.0,147400.0,7,1R,35.6,19,3,落合駅,1,4.33,108289.53,73893.5,33
東京メトロ東西線 落合駅 4階建 築7年,東京都新宿区上落合１,134000.0,10000.0,,,1,1R,30.1,7,4,落合駅,4,7.0,108289.53,73893.5,43
アクシルコート東中野,東京都中野区東中野４,120000.0,10000.0,120000.0,120000.0,6,1R,27.41,26,13,落合駅,1,3.67,108289.53,73893.5,55
東京メトロ東西線 落合駅 13階建 築26年,東京都中野区東中野４,120000.0,10000.0,120000.0,120000.0,6,1R,27.41,26,13,落合駅,1,5.0,108289.53,73893.5,55
オネイロス,東京都新宿区上落合３,119000.0,5000.0,119000.0,,3,1R,34.7,31,3,落合駅,3,5.67,108289.53,73893.5,61
ソルナクレイシア落合,東京都新宿区上落合３,110000.0,10000.0,,110000.0,2,1R,28.4,7,3,落合駅,6,9.0,108289.53,73893.5,63
ＪＲ中央線 東中野駅 3階建 築7年,東京都新宿区上落合３,110000.0,10000.0,,110000.0,2,1R,28.4,7,3,落合駅,6,8.67,108289.53,73893.5,63
ＪＲ中央線 東中野駅 地下1地上3階建 築18年,東京都中野区東中野５,99000.0,12000.0,99000.0,99000.0,0,1R,37.86,18,4,落合駅,6,8.0,108289.53,73893.5,75
東京メトロ東西線 落合駅 地下1地上3階建 築18年,東京都中野区東中野５,99000.0,12000.0,99000.0,99000.0,1,1R,37.86,18,4,落合駅,6,8.0,108289.53,73893.5,75
アトリウム25,東京都新宿区上落合２,95000.0,5000.0,95000.0,95000.0,2,1R,29.86,22,4,落合駅,1,6.0,108289.53,73893.5,80
東京メトロ東西線 落合駅 2階建 築2年,東京都中野区東中野５,95000.0,3000.0,,,2,1R,18.21,2,2,落合駅,6,8.67,108289.53,73893.5,80
東京メトロ東西線 落合駅 3階建 築22年,東京都新宿区上落合２,95000.0,5000.0,95000.0,95000.0,2,1R,29.86,22,3,落合駅,1,6.67,108289.53,73893.5,80
Ｈｉｌｌｔｏｐ　Ｂ,東京都中野区東中野５,95000.0,3000.0,95000.0,,2,1R,18.21,2,2,落合駅,5,9.0,108289.53,73893.5,80
東京メトロ東西線 落合駅 2階建 築2年,東京都中野区東中野５,95000.0,3000.0,,,2,1R,18.21,2,2,落合駅,7,9.0,108289.53,73893.5,80
ＲＥＳＩＤＥＮＣＥ東中野(レジデンス東中野),東京都中野区東中野５,85000.0,3500.0,85000.0,85000.0,3,1R,22.08,19,5,落合駅,8,9.67,108289.53,73893.5,93
東京メトロ東西線 落合駅 5階建 築19年,東京都中野区東中野５,85000.0,3500.0,85000.0,85000.0,3,1R,22.08,19,5,落合駅,8,9.67,108289.53,73893.5,93
フォーシーズンズ,東京都中野区上高田１,80000.0,3000.0,80000.0,80000.0,2,1R,20.09,16,2,落合駅,8,10.0,108289.53,73893.5,104
和か水マンション,東京都中野区東中野３,80000.0,3000.0,80000.0,80000.0,1,1R,26.0,54,4,落合駅,1,3.33,108289.53,73893.5,104
東京メトロ東西線 落合駅 3階建 築43年,東京都中野区東中野３,80000.0,15000.0,80000.0,80000.0,2,1R,22.6,43,3,落合駅,1,4.0,108289.53,73893.5,104
ブライトステージ上高田,東京都中野区上高田１,76000.0,3000.0,76000.0,,2,1R,15.65,8,2,落合駅,8,12.0,108289.53,73893.5,117
ニューブライト上高田,東京都中野区上高田１,74000.0,2000.0,,,2,1R,14.24,6,2,落合駅,8,11.67,108289.53,73893.5,123
ライオンズマンション中野東,東京都中野区東中野４,70000.0,,70000.0,70000.0,2,1R,19.25,40,8,落合駅,1,5.33,108289.53,73893.5,125
東京メトロ東西線 落合駅 2階建 築40年,東京都中野区東中野４,70000.0,5000.0,,,1,1R,12.9,40,2,落合駅,1,4.67,108289.53,73893.5,125
フラット大山,東京都新宿区上落合２,70000.0,3000.0,70000.0,70000.0,1,1R,20.25,38,3,落合駅,4,7.0,108289.53,73893.5,125
イッツ東中野,東京都中野区東中野４,70000.0,5000.0,,,1,1R,12.9,40,2,落合駅,2,5.33,108289.53,73893.5,125
グランリュクス,東京都中野区東中野５,69000.0,4000.0,,69000.0,2,1R,12.01,10,2,落合駅,8,11.67,108289.53,73893.5,133
ハイツ植野,東京都新宿区上落合２,68000.0,2000.0,68000.0,68000.0,1,1R,23.0,46,3,落合駅,2,6.33,108289.53,73893.5,134
アーバンプレイス落合ＸV,東京都新宿区上落合２,68000.0,4000.0,,68000.0,2,1R,10.93,5,2,落合駅,2,5.67,108289.53,73893.5,134
コーポ偕和１,東京都中野区東中野３,68000.0,,68000.0,68000.0,2,1R,19.8,34,2,落合駅,4,6.33,108289.53,73893.5,134
ＪＲ中央線 東中野駅 2階建 築10年,東京都中野区東中野５,66000.0,4000.0,,,2,1R,12.01,10,2,落合駅,6,8.67,108289.53,73893.5,142
東京メトロ東西線 落合駅 2階建 築11年,東京都中野区上高田１,64000.0,3000.0,,,2,1R,10.1,11,2,落合駅,2,7.0,108289.53,73893.5,146
アーバンプレイス落合駅前,東京都中野区上高田１,64000.0,3000.0,,,2,1R,10.1,11,2,落合駅,2,7.67,108289.53,73893.5,146
グリーンハイツ,東京都中野区東中野４,64000.0,,64000.0,,3,1R,17.0,35,3,落合駅,2,6.33,108289.53,73893.5,146
アルモ東中野,東京都中野区東中野４,63000.0,3000.0,,,2,1R,1.0,11,2,落合駅,1,5.33,108289.53,73893.5,149
東京メトロ東西線 落合駅 2階建 築16年,東京都中野区東中野４,60500.0,2500.0,,,1,1R,11.0,16,2,落合駅,2,5.33,108289.53,73893.5,156
東京メトロ東西線 落合駅 2階建 築15年,東京都新宿区上落合３,60500.0,2500.0,,,2,1R,1.0,15,2,落合駅,5,7.0,108289.53,73893.5,156
８７ｈｏｕｓｅ０２,東京都中野区東中野４,60000.0,3000.0,,,1,1R,11.53,17,2,落合駅,4,6.33,108289.53,73893.5,158
ＪＲ中央線 東中野駅 2階建 築17年,東京都中野区東中野４,60000.0,3000.0,,,1,1R,11.53,17,2,落合駅,5,6.67,108289.53,73893.5,158
メゾンハピネス,東京都新宿区上落合２,60000.0,,,,1,1R,20.7,39,2,落合駅,4,4.67,108289.53,73893.5,158
ＪＲ中央線 東中野駅 2階建 築42年,東京都中野区東中野３,58000.0,200.0,58000.0,58000.0,2,1R,20.1,42,2,落合駅,5,6.33,108289.53,73893.5,164
東京メトロ東西線 落合駅 3階建 築34年,東京都新宿区上落合３,55000.0,3000.0,,55000.0,3,1R,11.3,34,3,落合駅,5,6.33,108289.53,73893.5,165
シャルム落合,東京都新宿区上落合３,54000.0,,54000.0,,2,1R,16.0,37,3,落合駅,6,8.67,108289.53,73893.5,166
東京メトロ東西線 落合駅 2階建 築36年,東京都新宿区上落合３,53000.0,,53000.0,53000.0,2,1R,17.74,36,2,落合駅,4,6.0,108289.53,73893.5,169
ＪＲ中央線 東中野駅 地下1地上3階建 築36年,東京都新宿区上落合３,50000.0,5000.0,50000.0,,1,1R,13.0,36,4,落合駅,4,7.67,108289.53,73893.5,172
千花苑アパート,東京都新宿区上落合３,63000.0,2000.0,63000.0,,1,1SK,24.0,34,2,落合駅,5,7.33,108289.53,63000.0,149
東京メトロ東西線 落合駅 2階建 築34年,東京都新宿区上落合３,63000.0,2000.0,63000.0,,2,1SK,0.0,34,2,落合駅,5,7.33,108289.53,63000.0,149
東京メトロ東西線 落合駅 6階建 築5年,東京都中野区東中野３,185000.0,10000.0,185000.0,185000.0,2,2DK,40.89,5,6,落合駅,1,5.0,108289.53,124666.67,15
パークアクシス落合東中野,東京都中野区東中野３,185000.0,10000.0,185000.0,222000.0,2,2DK,40.89,5,6,落合駅,1,5.0,108289.53,124666.67,15
東京メトロ東西線 落合駅 3階建 築31年,東京都新宿区上落合２,160000.0,,320000.0,160000.0,3,2DK,45.38,31,3,落合駅,1,4.67,108289.53,124666.67,23
アーバイル落合ツインドレスレジスタ,東京都中野区上高田４,148000.0,,148000.0,148000.0,2,2DK,42.0,21,4,落合駅,8,8.0,108289.53,124666.67,29
ＪＲ総武線 東中野駅 8階建 築36年,東京都中野区東中野３,130000.0,6000.0,130000.0,130000.0,5,2DK,41.95,36,8,落合駅,1,5.67,108289.53,124666.67,47
サンハイツ落合,東京都中野区東中野３,125000.0,,,125000.0,8,2DK,27.79,59,8,落合駅,4,6.0,108289.53,124666.67,51
東京メトロ東西線 落合駅 8階建 築59年,東京都中野区東中野３,125000.0,,,125000.0,6,2DK,27.79,59,8,落合駅,4,6.0,108289.53,124666.67,51
パティオ右近,東京都新宿区上落合２,240000.0,19000.0,240000.0,240000.0,6,2LDK,72.64,42,10,落合駅,2,5.0,108289.53,189764.71,4
東京メトロ東西線 落合駅 地下2地上10階建 築42年,東京都新宿区上落合２,240000.0,19000.0,240000.0,240000.0,6,2LDK,72.64,42,3,落合駅,2,6.33,108289.53,189764.71,4
ＴＮヒルズ東中野,東京都中野区東中野５,236000.0,8000.0,118000.0,236000.0,2,2LDK,60.08,4,3,落合駅,5,7.67,108289.53,189764.71,6
東京メトロ東西線 落合駅 3階建 築4年,東京都中野区東中野５,236000.0,8000.0,118000.0,236000.0,2,2LDK,60.08,4,3,落合駅,5,7.67,108289.53,189764.71,6
ブルーム,東京都中野区東中野４,230000.0,9000.0,230000.0,460000.0,3,2LDK,56.89,0,4,落合駅,3,5.67,108289.53,189764.71,11
都営大江戸線 東中野駅 地下1地上3階建 築25年,東京都中野区東中野４,197000.0,,197000.0,197000.0,3,2LDK,54.4,25,4,落合駅,2,4.67,108289.53,189764.71,13
ユニーブル落合,東京都新宿区上落合３,158000.0,10000.0,158000.0,158000.0,3,2LDK,54.46,36,6,落合駅,5,6.33,108289.53,189764.71,25
メトロステージ落合,東京都中野区東中野４,177000.0,8000.0,177000.0,,4,2SLDK,53.55,31,5,落合駅,1,6.67,108289.53,208750.0,19
東京メトロ東西線 落合駅 5階建 築31年,東京都中野区東中野４,177000.0,8000.0,177000.0,,4,2SLDK,53.55,31,5,落合駅,1,6.67,108289.53,208750.0,19
東中野ハイム,東京都中野区東中野５,150000.0,5000.0,,150000.0,7,3DK,54.0,52,14,落合駅,8,9.67,108289.53,169500.0,26
落合ハイム,東京都新宿区上落合１,250000.0,13000.0,250000.0,250000.0,8,3LDK,76.67,24,2,落合駅,4,8.0,108289.53,230266.67,1
東京メトロ東西線 落合駅 地下1地上14階建 築24年,東京都新宿区上落合１,250000.0,13000.0,250000.0,250000.0,8,3LDK,76.67,24,2,落合駅,4,10.33,108289.53,230266.67,1
小滝台マンション,東京都中野区東中野５,250000.0,,250000.0,250000.0,3,3LDK,66.55,38,7,落合駅,8,11.0,108289.53,230266.67,1
東京メトロ東西線 落合駅 地下1地上5階建 築25年,東京都新宿区上落合２,233000.0,10000.0,233000.0,466000.0,2,3LDK,70.8,25,6,落合駅,1,5.33,108289.53,230266.67,9
ブライトハウスJ,東京都新宿区上落合２,233000.0,10000.0,233000.0,466000.0,2,3LDK,70.8,25,6,落合駅,1,6.67,108289.53,230266.67,9
ルネサンスコート高田馬場パトリア,東京都新宿区高田馬場３,112000.0,10000.0,,,4,1K,20.33,3,4,高田馬場駅,7,11.33,86500.0,87449.61,2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,111000.0,8000.0,111000.0,111000.0,7,1K,25.41,9,13,高田馬場駅,8,11.33,86500.0,87449.61,3
ＪＲ山手線 高田馬場駅 13階建 築9年,東京都新宿区高田馬場４,111000.0,8000.0,111000.0,111000.0,7,1K,25.41,9,13,高田馬場駅,8,12.33,86500.0,87449.61,3
Tレジデンス,東京都新宿区高田馬場３,116000.0,10000.0,,174000.0,4,1R,30.25,17,6,高田馬場駅,7,12.0,86500.0,73893.5,1
みらいえ高田馬場,東京都新宿区高田馬場３,95000.0,10000.0,95000.0,,2,1R,23.24,9,2,高田馬場駅,7,12.0,86500.0,73893.5,5
ユーコート高田馬場,東京都新宿区高田馬場３,75000.0,5000.0,75000.0,,2,1R,16.11,28,3,高田馬場駅,7,11.33,86500.0,73893.5,6
ザ・アーバンテラス高田馬場,東京都新宿区高田馬場３,68000.0,4000.0,68000.0,68000.0,1,1R,10.89,5,2,高田馬場駅,7,9.67,86500.0,73893.5,7
ＪＲ山手線 高田馬場駅 2階建 築5年,東京都新宿区高田馬場３,63000.0,4000.0,63000.0,63000.0,1,1R,10.33,5,2,高田馬場駅,7,9.67,86500.0,73893.5,8
STバード,東京都新宿区高田馬場３,58000.0,1000.0,58000.0,,2,1R,13.0,35,2,高田馬場駅,8,11.67,86500.0,73893.5,9
半沢荘,東京都新宿区高田馬場３,56000.0,,56000.0,,2,1R,15.5,51,4,高田馬場駅,7,10.67,86500.0,73893.5,10
